date,date_key,year,month,month_name,quarter,day,day_name,week
2019-11-30,20191130,2019,11,November,4,30,Saturday,48
2019-12-01,20191201,2019,12,December,4,1,Sunday,48
2019-12-02,20191202,2019,12,December,4,2,Monday,49
2019-12-03,20191203,2019,12,December,4,3,Tuesday,49
2019-12-04,20191204,2019,12,December,4,4,Wednesday,49
2019-12-05,20191205,2019,12,December,4,5,Thursday,49
2019-12-06,20191206,2019,12,December,4,6,Friday,49
2019-12-07,20191207,2019,12,December,4,7,Saturday,49
2019-12-08,20191208,2019,12,December,4,8,Sunday,49
2019-12-09,20191209,2019,12,December,4,9,Monday,50
2019-12-10,20191210,2019,12,December,4,10,Tuesday,50
2019-12-11,20191211,2019,12,December,4,11,Wednesday,50
2019-12-12,20191212,2019,12,December,4,12,Thursday,50
2019-12-13,20191213,2019,12,December,4,13,Friday,50
2019-12-14,20191214,2019,12,December,4,14,Saturday,50
2019-12-15,20191215,2019,12,December,4,15,Sunday,50
2019-12-16,20191216,2019,12,December,4,16,Monday,51
2019-12-17,20191217,2019,12,December,4,17,Tuesday,51
2019-12-18,20191218,2019,12,December,4,18,Wednesday,51
2019-12-19,20191219,2019,12,December,4,19,Thursday,51
2019-12-20,20191220,2019,12,December,4,20,Friday,51
2019-12-21,20191221,2019,12,December,4,21,Saturday,51
2019-12-22,20191222,2019,12,December,4,22,Sunday,51
2019-12-23,20191223,2019,12,December,4,23,Monday,52
2019-12-24,20191224,2019,12,December,4,24,Tuesday,52
2019-12-25,20191225,2019,12,December,4,25,Wednesday,52
2019-12-26,20191226,2019,12,December,4,26,Thursday,52
2019-12-27,20191227,2019,12,December,4,27,Friday,52
2019-12-28,20191228,2019,12,December,4,28,Saturday,52
2019-12-29,20191229,2019,12,December,4,29,Sunday,52
2019-12-30,20191230,2019,12,December,4,30,Monday,1
2019-12-31,20191231,2019,12,December,4,31,Tuesday,1
2020-01-01,20200101,2020,1,January,1,1,Wednesday,1
2020-01-02,20200102,2020,1,January,1,2,Thursday,1
2020-01-03,20200103,2020,1,January,1,3,Friday,1
2020-01-04,20200104,2020,1,January,1,4,Saturday,1
2020-01-05,20200105,2020,1,January,1,5,Sunday,1
2020-01-06,20200106,2020,1,January,1,6,Monday,2
2020-01-07,20200107,2020,1,January,1,7,Tuesday,2
2020-01-08,20200108,2020,1,January,1,8,Wednesday,2
2020-01-09,20200109,2020,1,January,1,9,Thursday,2
2020-01-10,20200110,2020,1,January,1,10,Friday,2
2020-01-11,20200111,2020,1,January,1,11,Saturday,2
2020-01-12,20200112,2020,1,January,1,12,Sunday,2
2020-01-13,20200113,2020,1,January,1,13,Monday,3
2020-01-14,20200114,2020,1,January,1,14,Tuesday,3
2020-01-15,20200115,2020,1,January,1,15,Wednesday,3
2020-01-16,20200116,2020,1,January,1,16,Thursday,3
2020-01-17,20200117,2020,1,January,1,17,Friday,3
2020-01-18,20200118,2020,1,January,1,18,Saturday,3
2020-01-19,20200119,2020,1,January,1,19,Sunday,3
2020-01-20,20200120,2020,1,January,1,20,Monday,4
2020-01-21,20200121,2020,1,January,1,21,Tuesday,4
2020-01-22,20200122,2020,1,January,1,22,Wednesday,4
2020-01-23,20200123,2020,1,January,1,23,Thursday,4
2020-01-24,20200124,2020,1,January,1,24,Friday,4
2020-01-25,20200125,2020,1,January,1,25,Saturday,4
2020-01-26,20200126,2020,1,January,1,26,Sunday,4
2020-01-27,20200127,2020,1,January,1,27,Monday,5
2020-01-28,20200128,2020,1,January,1,28,Tuesday,5
2020-01-29,20200129,2020,1,January,1,29,Wednesday,5
2020-01-30,20200130,2020,1,January,1,30,Thursday,5
2020-01-31,20200131,2020,1,January,1,31,Friday,5
2020-02-01,20200201,2020,2,February,1,1,Saturday,5
2020-02-02,20200202,2020,2,February,1,2,Sunday,5
2020-02-03,20200203,2020,2,February,1,3,Monday,6
2020-02-04,20200204,2020,2,February,1,4,Tuesday,6
2020-02-05,20200205,2020,2,February,1,5,Wednesday,6
2020-02-06,20200206,2020,2,February,1,6,Thursday,6
2020-02-07,20200207,2020,2,February,1,7,Friday,6
2020-02-08,20200208,2020,2,February,1,8,Saturday,6
2020-02-09,20200209,2020,2,February,1,9,Sunday,6
2020-02-10,20200210,2020,2,February,1,10,Monday,7
2020-02-11,20200211,2020,2,February,1,11,Tuesday,7
2020-02-12,20200212,2020,2,February,1,12,Wednesday,7
2020-02-13,20200213,2020,2,February,1,13,Thursday,7
2020-02-14,20200214,2020,2,February,1,14,Friday,7
2020-02-15,20200215,2020,2,February,1,15,Saturday,7
2020-02-16,20200216,2020,2,February,1,16,Sunday,7
2020-02-17,20200217,2020,2,February,1,17,Monday,8
2020-02-18,20200218,2020,2,February,1,18,Tuesday,8
2020-02-19,20200219,2020,2,February,1,19,Wednesday,8
2020-02-20,20200220,2020,2,February,1,20,Thursday,8
2020-02-21,20200221,2020,2,February,1,21,Friday,8
2020-02-22,20200222,2020,2,February,1,22,Saturday,8
2020-02-23,20200223,2020,2,February,1,23,Sunday,8
2020-02-24,20200224,2020,2,February,1,24,Monday,9
2020-02-25,20200225,2020,2,February,1,25,Tuesday,9
2020-02-26,20200226,2020,2,February,1,26,Wednesday,9
2020-02-27,20200227,2020,2,February,1,27,Thursday,9
2020-02-28,20200228,2020,2,February,1,28,Friday,9
2020-02-29,20200229,2020,2,February,1,29,Saturday,9
2020-03-01,20200301,2020,3,March,1,1,Sunday,9
2020-03-02,20200302,2020,3,March,1,2,Monday,10
2020-03-03,20200303,2020,3,March,1,3,Tuesday,10
2020-03-04,20200304,2020,3,March,1,4,Wednesday,10
2020-03-05,20200305,2020,3,March,1,5,Thursday,10
2020-03-06,20200306,2020,3,March,1,6,Friday,10
2020-03-07,20200307,2020,3,March,1,7,Saturday,10
2020-03-08,20200308,2020,3,March,1,8,Sunday,10
2020-03-09,20200309,2020,3,March,1,9,Monday,11
2020-03-10,20200310,2020,3,March,1,10,Tuesday,11
2020-03-11,20200311,2020,3,March,1,11,Wednesday,11
2020-03-12,20200312,2020,3,March,1,12,Thursday,11
2020-03-13,20200313,2020,3,March,1,13,Friday,11
2020-03-14,20200314,2020,3,March,1,14,Saturday,11
2020-03-15,20200315,2020,3,March,1,15,Sunday,11
2020-03-16,20200316,2020,3,March,1,16,Monday,12
2020-03-17,20200317,2020,3,March,1,17,Tuesday,12
2020-03-18,20200318,2020,3,March,1,18,Wednesday,12
2020-03-19,20200319,2020,3,March,1,19,Thursday,12
2020-03-20,20200320,2020,3,March,1,20,Friday,12
2020-03-21,20200321,2020,3,March,1,21,Saturday,12
2020-03-22,20200322,2020,3,March,1,22,Sunday,12
2020-03-23,20200323,2020,3,March,1,23,Monday,13
2020-03-24,20200324,2020,3,March,1,24,Tuesday,13
2020-03-25,20200325,2020,3,March,1,25,Wednesday,13
2020-03-26,20200326,2020,3,March,1,26,Thursday,13
2020-03-27,20200327,2020,3,March,1,27,Friday,13
2020-03-28,20200328,2020,3,March,1,28,Saturday,13
2020-03-29,20200329,2020,3,March,1,29,Sunday,13
2020-03-30,20200330,2020,3,March,1,30,Monday,14
2020-03-31,20200331,2020,3,March,1,31,Tuesday,14
2020-04-01,20200401,2020,4,April,2,1,Wednesday,14
2020-04-02,20200402,2020,4,April,2,2,Thursday,14
2020-04-03,20200403,2020,4,April,2,3,Friday,14
2020-04-04,20200404,2020,4,April,2,4,Saturday,14
2020-04-05,20200405,2020,4,April,2,5,Sunday,14
2020-04-06,20200406,2020,4,April,2,6,Monday,15
2020-04-07,20200407,2020,4,April,2,7,Tuesday,15
2020-04-08,20200408,2020,4,April,2,8,Wednesday,15
2020-04-09,20200409,2020,4,April,2,9,Thursday,15
2020-04-10,20200410,2020,4,April,2,10,Friday,15
2020-04-11,20200411,2020,4,April,2,11,Saturday,15
2020-04-12,20200412,2020,4,April,2,12,Sunday,15
2020-04-13,20200413,2020,4,April,2,13,Monday,16
2020-04-14,20200414,2020,4,April,2,14,Tuesday,16
2020-04-15,20200415,2020,4,April,2,15,Wednesday,16
2020-04-16,20200416,2020,4,April,2,16,Thursday,16
2020-04-17,20200417,2020,4,April,2,17,Friday,16
2020-04-18,20200418,2020,4,April,2,18,Saturday,16
2020-04-19,20200419,2020,4,April,2,19,Sunday,16
2020-04-20,20200420,2020,4,April,2,20,Monday,17
2020-04-21,20200421,2020,4,April,2,21,Tuesday,17
2020-04-22,20200422,2020,4,April,2,22,Wednesday,17
2020-04-23,20200423,2020,4,April,2,23,Thursday,17
2020-04-24,20200424,2020,4,April,2,24,Friday,17
2020-04-25,20200425,2020,4,April,2,25,Saturday,17
2020-04-26,20200426,2020,4,April,2,26,Sunday,17
2020-04-27,20200427,2020,4,April,2,27,Monday,18
2020-04-28,20200428,2020,4,April,2,28,Tuesday,18
2020-04-29,20200429,2020,4,April,2,29,Wednesday,18
2020-04-30,20200430,2020,4,April,2,30,Thursday,18
2020-05-01,20200501,2020,5,May,2,1,Friday,18
2020-05-02,20200502,2020,5,May,2,2,Saturday,18
2020-05-03,20200503,2020,5,May,2,3,Sunday,18
2020-05-04,20200504,2020,5,May,2,4,Monday,19
2020-05-05,20200505,2020,5,May,2,5,Tuesday,19
2020-05-06,20200506,2020,5,May,2,6,Wednesday,19
2020-05-07,20200507,2020,5,May,2,7,Thursday,19
2020-05-08,20200508,2020,5,May,2,8,Friday,19
2020-05-09,20200509,2020,5,May,2,9,Saturday,19
2020-05-10,20200510,2020,5,May,2,10,Sunday,19
2020-05-11,20200511,2020,5,May,2,11,Monday,20
2020-05-12,20200512,2020,5,May,2,12,Tuesday,20
2020-05-13,20200513,2020,5,May,2,13,Wednesday,20
2020-05-14,20200514,2020,5,May,2,14,Thursday,20
2020-05-15,20200515,2020,5,May,2,15,Friday,20
2020-05-16,20200516,2020,5,May,2,16,Saturday,20
2020-05-17,20200517,2020,5,May,2,17,Sunday,20
2020-05-18,20200518,2020,5,May,2,18,Monday,21
2020-05-19,20200519,2020,5,May,2,19,Tuesday,21
2020-05-20,20200520,2020,5,May,2,20,Wednesday,21
2020-05-21,20200521,2020,5,May,2,21,Thursday,21
2020-05-22,20200522,2020,5,May,2,22,Friday,21
2020-05-23,20200523,2020,5,May,2,23,Saturday,21
2020-05-24,20200524,2020,5,May,2,24,Sunday,21
2020-05-25,20200525,2020,5,May,2,25,Monday,22
2020-05-26,20200526,2020,5,May,2,26,Tuesday,22
2020-05-27,20200527,2020,5,May,2,27,Wednesday,22
2020-05-28,20200528,2020,5,May,2,28,Thursday,22
2020-05-29,20200529,2020,5,May,2,29,Friday,22
2020-05-30,20200530,2020,5,May,2,30,Saturday,22
2020-05-31,20200531,2020,5,May,2,31,Sunday,22
2020-06-01,20200601,2020,6,June,2,1,Monday,23
2020-06-02,20200602,2020,6,June,2,2,Tuesday,23
2020-06-03,20200603,2020,6,June,2,3,Wednesday,23
2020-06-04,20200604,2020,6,June,2,4,Thursday,23
2020-06-05,20200605,2020,6,June,2,5,Friday,23
2020-06-06,20200606,2020,6,June,2,6,Saturday,23
2020-06-07,20200607,2020,6,June,2,7,Sunday,23
2020-06-08,20200608,2020,6,June,2,8,Monday,24
2020-06-09,20200609,2020,6,June,2,9,Tuesday,24
2020-06-10,20200610,2020,6,June,2,10,Wednesday,24
2020-06-11,20200611,2020,6,June,2,11,Thursday,24
2020-06-12,20200612,2020,6,June,2,12,Friday,24
2020-06-13,20200613,2020,6,June,2,13,Saturday,24
2020-06-14,20200614,2020,6,June,2,14,Sunday,24
2020-06-15,20200615,2020,6,June,2,15,Monday,25
2020-06-16,20200616,2020,6,June,2,16,Tuesday,25
2020-06-17,20200617,2020,6,June,2,17,Wednesday,25
2020-06-18,20200618,2020,6,June,2,18,Thursday,25
2020-06-19,20200619,2020,6,June,2,19,Friday,25
2020-06-20,20200620,2020,6,June,2,20,Saturday,25
2020-06-21,20200621,2020,6,June,2,21,Sunday,25
2020-06-22,20200622,2020,6,June,2,22,Monday,26
2020-06-23,20200623,2020,6,June,2,23,Tuesday,26
2020-06-24,20200624,2020,6,June,2,24,Wednesday,26
2020-06-25,20200625,2020,6,June,2,25,Thursday,26
2020-06-26,20200626,2020,6,June,2,26,Friday,26
2020-06-27,20200627,2020,6,June,2,27,Saturday,26
2020-06-28,20200628,2020,6,June,2,28,Sunday,26
2020-06-29,20200629,2020,6,June,2,29,Monday,27
2020-06-30,20200630,2020,6,June,2,30,Tuesday,27
2020-07-01,20200701,2020,7,July,3,1,Wednesday,27
2020-07-02,20200702,2020,7,July,3,2,Thursday,27
2020-07-03,20200703,2020,7,July,3,3,Friday,27
2020-07-04,20200704,2020,7,July,3,4,Saturday,27
2020-07-05,20200705,2020,7,July,3,5,Sunday,27
2020-07-06,20200706,2020,7,July,3,6,Monday,28
2020-07-07,20200707,2020,7,July,3,7,Tuesday,28
2020-07-08,20200708,2020,7,July,3,8,Wednesday,28
2020-07-09,20200709,2020,7,July,3,9,Thursday,28
2020-07-10,20200710,2020,7,July,3,10,Friday,28
2020-07-11,20200711,2020,7,July,3,11,Saturday,28
2020-07-12,20200712,2020,7,July,3,12,Sunday,28
2020-07-13,20200713,2020,7,July,3,13,Monday,29
2020-07-14,20200714,2020,7,July,3,14,Tuesday,29
2020-07-15,20200715,2020,7,July,3,15,Wednesday,29
2020-07-16,20200716,2020,7,July,3,16,Thursday,29
2020-07-17,20200717,2020,7,July,3,17,Friday,29
2020-07-18,20200718,2020,7,July,3,18,Saturday,29
2020-07-19,20200719,2020,7,July,3,19,Sunday,29
2020-07-20,20200720,2020,7,July,3,20,Monday,30
2020-07-21,20200721,2020,7,July,3,21,Tuesday,30
2020-07-22,20200722,2020,7,July,3,22,Wednesday,30
2020-07-23,20200723,2020,7,July,3,23,Thursday,30
2020-07-24,20200724,2020,7,July,3,24,Friday,30
2020-07-25,20200725,2020,7,July,3,25,Saturday,30
2020-07-26,20200726,2020,7,July,3,26,Sunday,30
2020-07-27,20200727,2020,7,July,3,27,Monday,31
2020-07-28,20200728,2020,7,July,3,28,Tuesday,31
2020-07-29,20200729,2020,7,July,3,29,Wednesday,31
2020-07-30,20200730,2020,7,July,3,30,Thursday,31
2020-07-31,20200731,2020,7,July,3,31,Friday,31
2020-08-01,20200801,2020,8,August,3,1,Saturday,31
2020-08-02,20200802,2020,8,August,3,2,Sunday,31
2020-08-03,20200803,2020,8,August,3,3,Monday,32
2020-08-04,20200804,2020,8,August,3,4,Tuesday,32
2020-08-05,20200805,2020,8,August,3,5,Wednesday,32
2020-08-06,20200806,2020,8,August,3,6,Thursday,32
2020-08-07,20200807,2020,8,August,3,7,Friday,32
2020-08-08,20200808,2020,8,August,3,8,Saturday,32
2020-08-09,20200809,2020,8,August,3,9,Sunday,32
2020-08-10,20200810,2020,8,August,3,10,Monday,33
2020-08-11,20200811,2020,8,August,3,11,Tuesday,33
2020-08-12,20200812,2020,8,August,3,12,Wednesday,33
2020-08-13,20200813,2020,8,August,3,13,Thursday,33
2020-08-14,20200814,2020,8,August,3,14,Friday,33
2020-08-15,20200815,2020,8,August,3,15,Saturday,33
2020-08-16,20200816,2020,8,August,3,16,Sunday,33
2020-08-17,20200817,2020,8,August,3,17,Monday,34
2020-08-18,20200818,2020,8,August,3,18,Tuesday,34
2020-08-19,20200819,2020,8,August,3,19,Wednesday,34
2020-08-20,20200820,2020,8,August,3,20,Thursday,34
2020-08-21,20200821,2020,8,August,3,21,Friday,34
2020-08-22,20200822,2020,8,August,3,22,Saturday,34
2020-08-23,20200823,2020,8,August,3,23,Sunday,34
2020-08-24,20200824,2020,8,August,3,24,Monday,35
2020-08-25,20200825,2020,8,August,3,25,Tuesday,35
2020-08-26,20200826,2020,8,August,3,26,Wednesday,35
2020-08-27,20200827,2020,8,August,3,27,Thursday,35
2020-08-28,20200828,2020,8,August,3,28,Friday,35
2020-08-29,20200829,2020,8,August,3,29,Saturday,35
2020-08-30,20200830,2020,8,August,3,30,Sunday,35
2020-08-31,20200831,2020,8,August,3,31,Monday,36
2020-09-01,20200901,2020,9,September,3,1,Tuesday,36
2020-09-02,20200902,2020,9,September,3,2,Wednesday,36
2020-09-03,20200903,2020,9,September,3,3,Thursday,36
2020-09-04,20200904,2020,9,September,3,4,Friday,36
2020-09-05,20200905,2020,9,September,3,5,Saturday,36
2020-09-06,20200906,2020,9,September,3,6,Sunday,36
2020-09-07,20200907,2020,9,September,3,7,Monday,37
2020-09-08,20200908,2020,9,September,3,8,Tuesday,37
2020-09-09,20200909,2020,9,September,3,9,Wednesday,37
2020-09-10,20200910,2020,9,September,3,10,Thursday,37
2020-09-11,20200911,2020,9,September,3,11,Friday,37
2020-09-12,20200912,2020,9,September,3,12,Saturday,37
2020-09-13,20200913,2020,9,September,3,13,Sunday,37
2020-09-14,20200914,2020,9,September,3,14,Monday,38
2020-09-15,20200915,2020,9,September,3,15,Tuesday,38
2020-09-16,20200916,2020,9,September,3,16,Wednesday,38
2020-09-17,20200917,2020,9,September,3,17,Thursday,38
2020-09-18,20200918,2020,9,September,3,18,Friday,38
2020-09-19,20200919,2020,9,September,3,19,Saturday,38
2020-09-20,20200920,2020,9,September,3,20,Sunday,38
2020-09-21,20200921,2020,9,September,3,21,Monday,39
2020-09-22,20200922,2020,9,September,3,22,Tuesday,39
2020-09-23,20200923,2020,9,September,3,23,Wednesday,39
2020-09-24,20200924,2020,9,September,3,24,Thursday,39
2020-09-25,20200925,2020,9,September,3,25,Friday,39
2020-09-26,20200926,2020,9,September,3,26,Saturday,39
2020-09-27,20200927,2020,9,September,3,27,Sunday,39
2020-09-28,20200928,2020,9,September,3,28,Monday,40
2020-09-29,20200929,2020,9,September,3,29,Tuesday,40
2020-09-30,20200930,2020,9,September,3,30,Wednesday,40
2020-10-01,20201001,2020,10,October,4,1,Thursday,40
2020-10-02,20201002,2020,10,October,4,2,Friday,40
2020-10-03,20201003,2020,10,October,4,3,Saturday,40
2020-10-04,20201004,2020,10,October,4,4,Sunday,40
2020-10-05,20201005,2020,10,October,4,5,Monday,41
2020-10-06,20201006,2020,10,October,4,6,Tuesday,41
2020-10-07,20201007,2020,10,October,4,7,Wednesday,41
2020-10-08,20201008,2020,10,October,4,8,Thursday,41
2020-10-09,20201009,2020,10,October,4,9,Friday,41
2020-10-10,20201010,2020,10,October,4,10,Saturday,41
2020-10-11,20201011,2020,10,October,4,11,Sunday,41
2020-10-12,20201012,2020,10,October,4,12,Monday,42
2020-10-13,20201013,2020,10,October,4,13,Tuesday,42
2020-10-14,20201014,2020,10,October,4,14,Wednesday,42
2020-10-15,20201015,2020,10,October,4,15,Thursday,42
2020-10-16,20201016,2020,10,October,4,16,Friday,42
2020-10-17,20201017,2020,10,October,4,17,Saturday,42
2020-10-18,20201018,2020,10,October,4,18,Sunday,42
2020-10-19,20201019,2020,10,October,4,19,Monday,43
2020-10-20,20201020,2020,10,October,4,20,Tuesday,43
2020-10-21,20201021,2020,10,October,4,21,Wednesday,43
2020-10-22,20201022,2020,10,October,4,22,Thursday,43
2020-10-23,20201023,2020,10,October,4,23,Friday,43
2020-10-24,20201024,2020,10,October,4,24,Saturday,43
2020-10-25,20201025,2020,10,October,4,25,Sunday,43
2020-10-26,20201026,2020,10,October,4,26,Monday,44
2020-10-27,20201027,2020,10,October,4,27,Tuesday,44
2020-10-28,20201028,2020,10,October,4,28,Wednesday,44
2020-10-29,20201029,2020,10,October,4,29,Thursday,44
2020-10-30,20201030,2020,10,October,4,30,Friday,44
2020-10-31,20201031,2020,10,October,4,31,Saturday,44
2020-11-01,20201101,2020,11,November,4,1,Sunday,44
2020-11-02,20201102,2020,11,November,4,2,Monday,45
2020-11-03,20201103,2020,11,November,4,3,Tuesday,45
2020-11-04,20201104,2020,11,November,4,4,Wednesday,45
2020-11-05,20201105,2020,11,November,4,5,Thursday,45
2020-11-06,20201106,2020,11,November,4,6,Friday,45
2020-11-07,20201107,2020,11,November,4,7,Saturday,45
2020-11-08,20201108,2020,11,November,4,8,Sunday,45
2020-11-09,20201109,2020,11,November,4,9,Monday,46
2020-11-10,20201110,2020,11,November,4,10,Tuesday,46
2020-11-11,20201111,2020,11,November,4,11,Wednesday,46
2020-11-12,20201112,2020,11,November,4,12,Thursday,46
2020-11-13,20201113,2020,11,November,4,13,Friday,46
2020-11-14,20201114,2020,11,November,4,14,Saturday,46
2020-11-15,20201115,2020,11,November,4,15,Sunday,46
2020-11-16,20201116,2020,11,November,4,16,Monday,47
2020-11-17,20201117,2020,11,November,4,17,Tuesday,47
2020-11-18,20201118,2020,11,November,4,18,Wednesday,47
2020-11-19,20201119,2020,11,November,4,19,Thursday,47
2020-11-20,20201120,2020,11,November,4,20,Friday,47
2020-11-21,20201121,2020,11,November,4,21,Saturday,47
2020-11-22,20201122,2020,11,November,4,22,Sunday,47
2020-11-23,20201123,2020,11,November,4,23,Monday,48
2020-11-24,20201124,2020,11,November,4,24,Tuesday,48
2020-11-25,20201125,2020,11,November,4,25,Wednesday,48
2020-11-26,20201126,2020,11,November,4,26,Thursday,48
2020-11-27,20201127,2020,11,November,4,27,Friday,48
2020-11-28,20201128,2020,11,November,4,28,Saturday,48
2020-11-29,20201129,2020,11,November,4,29,Sunday,48
2020-11-30,20201130,2020,11,November,4,30,Monday,49
2020-12-01,20201201,2020,12,December,4,1,Tuesday,49
2020-12-02,20201202,2020,12,December,4,2,Wednesday,49
2020-12-03,20201203,2020,12,December,4,3,Thursday,49
2020-12-04,20201204,2020,12,December,4,4,Friday,49
2020-12-05,20201205,2020,12,December,4,5,Saturday,49
2020-12-06,20201206,2020,12,December,4,6,Sunday,49
2020-12-07,20201207,2020,12,December,4,7,Monday,50
2020-12-08,20201208,2020,12,December,4,8,Tuesday,50
2020-12-09,20201209,2020,12,December,4,9,Wednesday,50
2020-12-10,20201210,2020,12,December,4,10,Thursday,50
2020-12-11,20201211,2020,12,December,4,11,Friday,50
2020-12-12,20201212,2020,12,December,4,12,Saturday,50
2020-12-13,20201213,2020,12,December,4,13,Sunday,50
2020-12-14,20201214,2020,12,December,4,14,Monday,51
2020-12-15,20201215,2020,12,December,4,15,Tuesday,51
2020-12-16,20201216,2020,12,December,4,16,Wednesday,51
2020-12-17,20201217,2020,12,December,4,17,Thursday,51
2020-12-18,20201218,2020,12,December,4,18,Friday,51
2020-12-19,20201219,2020,12,December,4,19,Saturday,51
2020-12-20,20201220,2020,12,December,4,20,Sunday,51
2020-12-21,20201221,2020,12,December,4,21,Monday,52
2020-12-22,20201222,2020,12,December,4,22,Tuesday,52
2020-12-23,20201223,2020,12,December,4,23,Wednesday,52
2020-12-24,20201224,2020,12,December,4,24,Thursday,52
2020-12-25,20201225,2020,12,December,4,25,Friday,52
2020-12-26,20201226,2020,12,December,4,26,Saturday,52
2020-12-27,20201227,2020,12,December,4,27,Sunday,52
2020-12-28,20201228,2020,12,December,4,28,Monday,53
2020-12-29,20201229,2020,12,December,4,29,Tuesday,53
2020-12-30,20201230,2020,12,December,4,30,Wednesday,53
2020-12-31,20201231,2020,12,December,4,31,Thursday,53
2021-01-01,20210101,2021,1,January,1,1,Friday,53
2021-01-02,20210102,2021,1,January,1,2,Saturday,53
2021-01-03,20210103,2021,1,January,1,3,Sunday,53
2021-01-04,20210104,2021,1,January,1,4,Monday,1
2021-01-05,20210105,2021,1,January,1,5,Tuesday,1
2021-01-06,20210106,2021,1,January,1,6,Wednesday,1
2021-01-07,20210107,2021,1,January,1,7,Thursday,1
2021-01-08,20210108,2021,1,January,1,8,Friday,1
2021-01-09,20210109,2021,1,January,1,9,Saturday,1
2021-01-10,20210110,2021,1,January,1,10,Sunday,1
2021-01-11,20210111,2021,1,January,1,11,Monday,2
2021-01-12,20210112,2021,1,January,1,12,Tuesday,2
2021-01-13,20210113,2021,1,January,1,13,Wednesday,2
2021-01-14,20210114,2021,1,January,1,14,Thursday,2
2021-01-15,20210115,2021,1,January,1,15,Friday,2
2021-01-16,20210116,2021,1,January,1,16,Saturday,2
2021-01-17,20210117,2021,1,January,1,17,Sunday,2
2021-01-18,20210118,2021,1,January,1,18,Monday,3
2021-01-19,20210119,2021,1,January,1,19,Tuesday,3
2021-01-20,20210120,2021,1,January,1,20,Wednesday,3
2021-01-21,20210121,2021,1,January,1,21,Thursday,3
2021-01-22,20210122,2021,1,January,1,22,Friday,3
2021-01-23,20210123,2021,1,January,1,23,Saturday,3
2021-01-24,20210124,2021,1,January,1,24,Sunday,3
2021-01-25,20210125,2021,1,January,1,25,Monday,4
2021-01-26,20210126,2021,1,January,1,26,Tuesday,4
2021-01-27,20210127,2021,1,January,1,27,Wednesday,4
2021-01-28,20210128,2021,1,January,1,28,Thursday,4
2021-01-29,20210129,2021,1,January,1,29,Friday,4
2021-01-30,20210130,2021,1,January,1,30,Saturday,4
2021-01-31,20210131,2021,1,January,1,31,Sunday,4
2021-02-01,20210201,2021,2,February,1,1,Monday,5
2021-02-02,20210202,2021,2,February,1,2,Tuesday,5
2021-02-03,20210203,2021,2,February,1,3,Wednesday,5
2021-02-04,20210204,2021,2,February,1,4,Thursday,5
2021-02-05,20210205,2021,2,February,1,5,Friday,5
2021-02-06,20210206,2021,2,February,1,6,Saturday,5
2021-02-07,20210207,2021,2,February,1,7,Sunday,5
2021-02-08,20210208,2021,2,February,1,8,Monday,6
2021-02-09,20210209,2021,2,February,1,9,Tuesday,6
2021-02-10,20210210,2021,2,February,1,10,Wednesday,6
2021-02-11,20210211,2021,2,February,1,11,Thursday,6
2021-02-12,20210212,2021,2,February,1,12,Friday,6
2021-02-13,20210213,2021,2,February,1,13,Saturday,6
2021-02-14,20210214,2021,2,February,1,14,Sunday,6
2021-02-15,20210215,2021,2,February,1,15,Monday,7
2021-02-16,20210216,2021,2,February,1,16,Tuesday,7
2021-02-17,20210217,2021,2,February,1,17,Wednesday,7
2021-02-18,20210218,2021,2,February,1,18,Thursday,7
2021-02-19,20210219,2021,2,February,1,19,Friday,7
2021-02-20,20210220,2021,2,February,1,20,Saturday,7
2021-02-21,20210221,2021,2,February,1,21,Sunday,7
2021-02-22,20210222,2021,2,February,1,22,Monday,8
2021-02-23,20210223,2021,2,February,1,23,Tuesday,8
2021-02-24,20210224,2021,2,February,1,24,Wednesday,8
2021-02-25,20210225,2021,2,February,1,25,Thursday,8
2021-02-26,20210226,2021,2,February,1,26,Friday,8
2021-02-27,20210227,2021,2,February,1,27,Saturday,8
2021-02-28,20210228,2021,2,February,1,28,Sunday,8
2021-03-01,20210301,2021,3,March,1,1,Monday,9
2021-03-02,20210302,2021,3,March,1,2,Tuesday,9
2021-03-03,20210303,2021,3,March,1,3,Wednesday,9
2021-03-04,20210304,2021,3,March,1,4,Thursday,9
2021-03-05,20210305,2021,3,March,1,5,Friday,9
2021-03-06,20210306,2021,3,March,1,6,Saturday,9
2021-03-07,20210307,2021,3,March,1,7,Sunday,9
2021-03-08,20210308,2021,3,March,1,8,Monday,10
2021-03-09,20210309,2021,3,March,1,9,Tuesday,10
2021-03-10,20210310,2021,3,March,1,10,Wednesday,10
2021-03-11,20210311,2021,3,March,1,11,Thursday,10
2021-03-12,20210312,2021,3,March,1,12,Friday,10
2021-03-13,20210313,2021,3,March,1,13,Saturday,10
2021-03-14,20210314,2021,3,March,1,14,Sunday,10
2021-03-15,20210315,2021,3,March,1,15,Monday,11
2021-03-16,20210316,2021,3,March,1,16,Tuesday,11
2021-03-17,20210317,2021,3,March,1,17,Wednesday,11
2021-03-18,20210318,2021,3,March,1,18,Thursday,11
2021-03-19,20210319,2021,3,March,1,19,Friday,11
2021-03-20,20210320,2021,3,March,1,20,Saturday,11
2021-03-21,20210321,2021,3,March,1,21,Sunday,11
2021-03-22,20210322,2021,3,March,1,22,Monday,12
2021-03-23,20210323,2021,3,March,1,23,Tuesday,12
2021-03-24,20210324,2021,3,March,1,24,Wednesday,12
