employee_id,title,business_unit,department_type,division,state,gender_code,race_desc,marital_desc,age
1077,Software Engineer,TNS,Software Engineering,Wireless,MA,Female,Black,Single,27
1078,Software Engineer,PYZ,Software Engineering,Aerial,MA,Female,Asian,Divorced,23
1079,Shared Services Manager,WBL,Software Engineering,Project Management - Eng,MA,Female,Hispanic,Divorced,21
1080,Shared Services Manager,NEL,Software Engineering,Fielders,MA,Male,Black,Widowed,32
1081,Software Engineer,EW,Software Engineering,General - Con,MA,Male,Asian,Divorced,57
1082,Software Engineer,MSC,Software Engineering,General - Con,MA,Male,Other,Married,45
1083,Software Engineer,NEL,Software Engineering,Aerial,MA,Female,Asian,Divorced,60
1084,Software Engineer,PL,Software Engineering,Executive,MA,Male,White,Single,34
1085,Software Engineer,PYZ,Software Engineering,General - Con,MA,Male,Other,Divorced,70
1086,Software Engineer,SVG,Software Engineering,Field Operations,MA,Female,Black,Single,49
1087,Software Engineer,TNS,Software Engineering,Field Operations,MA,Female,Other,Married,48
1088,Software Engineer,WBL,Software Engineering,General - Con,MA,Female,White,Widowed,29
1089,Software Engineer,BPC,Software Engineering,Wireline Construction,MA,Female,Black,Married,70
1090,Shared Services Manager,CCDR,Software Engineering,Field Operations,MA,Female,Black,Divorced,58
1091,Production Technician I,PYZ,Production       ,General - Sga,MA,Male,Asian,Single,32
1092,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Hispanic,Divorced,52
1093,Production Technician I,NEL,Production       ,Engineers,MA,Female,Asian,Widowed,43
1094,Production Technician II,EW,Production       ,Field Operations,MA,Female,Other,Single,29
1095,Production Technician II,WBL,Production       ,Engineers,MA,Female,Hispanic,Divorced,82
1096,Production Technician I,PYZ,Production       ,Shop (Fleet),MA,Female,Asian,Married,49
1097,Production Technician I,SVG,Production       ,Field Operations,MA,Male,Hispanic,Divorced,24
1098,Production Technician I,PL,Production       ,General - Eng,MA,Male,Asian,Widowed,26
1099,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Other,Single,51
1100,Production Technician I,EW,Production       ,Field Operations,MA,Male,White,Divorced,56
1101,Production Technician I,TNS,Production       ,Engineers,MA,Female,White,Widowed,77
1102,Production Technician II,EW,Production       ,General - Con,MA,Female,Black,Single,66
1103,Production Technician I,BPC,Production       ,Splicing,MA,Male,Asian,Widowed,64
1104,Production Technician I,PYZ,Production       ,General - Eng,MA,Male,Asian,Divorced,24
1105,Production Technician I,PL,Production       ,General - Con,MA,Female,Hispanic,Single,72
1106,Production Technician II,BPC,Production       ,Aerial,MA,Male,Other,Single,26
1107,Production Technician II,BPC,Production       ,Wireline Construction,MA,Female,Other,Single,28
1108,Production Technician I,TNS,Production       ,General - Con,MA,Male,White,Married,50
1109,Production Technician I,EW,Production       ,Field Operations,MA,Female,White,Divorced,41
1110,Production Technician II,NEL,Production       ,General - Con,MA,Female,Asian,Single,35
1111,Production Technician I,BPC,Production       ,Splicing,MA,Female,White,Widowed,67
1112,Production Technician I,MSC,Production       ,Engineers,MA,Female,White,Single,47
1113,Production Technician I,NEL,Production       ,General - Con,MA,Female,Asian,Divorced,46
1114,Production Technician I,PL,Production       ,General - Con,MA,Female,Hispanic,Widowed,60
1115,Production Technician I,PYZ,Production       ,Field Operations,MA,Male,Black,Widowed,22
1116,Production Technician I,SVG,Production       ,Field Operations,MA,Male,White,Divorced,35
1117,Production Technician I,TNS,Production       ,General - Con,MA,Male,Other,Divorced,22
1118,Production Technician I,WBL,Production       ,Engineers,MA,Male,Asian,Divorced,43
1119,Production Technician I,BPC,Production       ,Field Operations,MA,Female,White,Single,25
1120,Production Technician I,CCDR,Production       ,People Services,MA,Female,Black,Divorced,52
1121,Production Manager,EW,Production       ,Aerial,MA,Female,Hispanic,Widowed,40
1122,Production Manager,MSC,Production       ,General - Con,MA,Female,White,Married,46
1123,Production Manager,NEL,Production       ,Field Operations,MA,Female,Other,Married,57
1124,Production Manager,PL,Production       ,Engineers,MA,Female,Other,Married,33
1125,Production Technician II,WBL,Production       ,Aerial,MA,Male,Hispanic,Married,30
1126,Production Technician II,NEL,Production       ,Engineers,MA,Male,White,Divorced,59
1127,Production Technician II,PL,Production       ,General - Con,MA,Male,White,Married,18
1128,Production Technician II,BPC,Production       ,General - Con,MA,Female,Hispanic,Married,66
1129,Production Technician II,CCDR,Production       ,Field Operations,MA,Female,Other,Married,63
1130,Production Technician I,SVG,Production       ,Technology / It,MA,Female,Hispanic,Divorced,23
1131,Production Technician I,EW,Production       ,Splicing,MA,Female,Black,Single,24
1132,Production Technician I,NEL,Production       ,Aerial,MA,Female,Hispanic,Widowed,58
1133,Production Technician I,PL,Production       ,Aerial,MA,Female,Hispanic,Married,73
1134,Production Technician I,BPC,Production       ,General - Con,MA,Female,Asian,Single,25
1135,Production Technician I,CCDR,Production       ,Engineers,MA,Male,Other,Widowed,57
1136,Production Technician I,SVG,Production       ,Field Operations,MA,Male,Other,Divorced,77
1137,Production Technician I,EW,Production       ,Field Operations,MA,Male,Black,Single,65
1138,Production Technician I,MSC,Production       ,General - Eng,MA,Male,Black,Divorced,36
1139,Production Technician I,TNS,Production       ,Splicing,MA,Male,Hispanic,Married,65
1140,Production Technician I,PYZ,Production       ,Engineers,MA,Female,Black,Single,33
1141,Production Technician I,WBL,Production       ,Field Operations,MA,Female,Black,Divorced,80
1142,Production Manager,NEL,Production       ,Project Management - Con,MA,Female,Asian,Married,31
1143,Production Manager,PL,Production       ,Field Operations,MA,Female,Hispanic,Widowed,76
1144,Production Manager,BPC,Production       ,Wireline Construction,MA,Female,Asian,Single,56
1145,Production Technician II,TNS,Production       ,Shop (Fleet),MA,Male,Hispanic,Married,72
1146,Production Technician II,SVG,Production       ,Field Operations,MA,Male,Hispanic,Divorced,60
1147,Production Technician II,PYZ,Production       ,General - Con,MA,Female,Black,Single,76
1148,Production Technician II,PL,Production       ,Wireline Construction,MA,Female,Black,Married,76
1149,Production Technician II,NEL,Production       ,Field Operations,MA,Female,Asian,Married,81
1150,Production Technician I,MSC,Production       ,Aerial,MA,Female,White,Single,39
1151,Production Technician I,EW,Production       ,Field Operations,MA,Male,Asian,Widowed,44
1152,Production Technician I,CCDR,Production       ,Engineers,MA,Female,Other,Divorced,60
1153,Production Technician I,EW,Production       ,Field Operations,MA,Female,Asian,Divorced,79
1154,Production Technician I,MSC,Production       ,Field Operations,MA,Female,White,Married,34
1155,Production Technician I,NEL,Production       ,Finance & Accounting,MA,Female,Other,Married,67
1156,Production Technician I,PL,Production       ,Billable Consultants,MA,Male,Hispanic,Married,39
1157,Production Technician I,PYZ,Production       ,Wireline Construction,MA,Male,Hispanic,Married,23
1158,Production Technician I,SVG,Production       ,Field Operations,MA,Male,Asian,Widowed,60
1159,Production Technician I,TNS,Production       ,Splicing,MA,Male,Other,Divorced,44
1160,Production Technician I,WBL,Production       ,General - Con,MA,Female,Asian,Single,46
1161,Production Technician I,PYZ,Production       ,Yard (Material Handling),MA,Female,Other,Widowed,66
1162,Production Technician I,WBL,Production       ,General - Con,MA,Female,Asian,Widowed,39
1163,Production Manager,NEL,Production       ,Project Management - Con,MA,Female,White,Divorced,26
1164,Production Manager,PL,Production       ,General - Sga,MA,Female,Other,Married,69
1165,Production Manager,BPC,Production       ,Field Operations,MA,Female,Other,Widowed,23
1166,Production Technician II,WBL,Production       ,Field Operations,MA,Male,Other,Married,57
1167,Production Technician II,NEL,Production       ,Field Operations,MA,Female,Other,Single,66
1168,Production Technician II,PL,Production       ,Field Operations,MA,Female,White,Married,72
1169,Production Technician II,BPC,Production       ,Field Operations,MA,Female,Asian,Single,60
1170,Production Technician II,CCDR,Production       ,Underground,MA,Female,Black,Single,72
1171,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Hispanic,Single,69
1172,Production Technician I,EW,Production       ,Engineers,MA,Male,Asian,Married,69
1173,Production Technician I,BPC,Production       ,Isp,MA,Female,White,Widowed,52
1174,Production Technician I,CCDR,Production       ,Field Operations,MA,Female,Other,Widowed,47
1175,Production Technician I,EW,Production       ,Catv,MA,Female,Asian,Divorced,22
1176,Production Technician I,MSC,Production       ,Engineers,MA,Female,White,Married,62
1177,Production Technician I,NEL,Production       ,Aerial,MA,Female,Other,Married,52
1178,Production Technician I,PL,Production       ,Field Operations,MA,Male,Other,Single,62
1179,Production Technician I,PYZ,Production       ,Aerial,MA,Male,Black,Divorced,32
1180,Production Technician I,SVG,Production       ,Underground,MA,Male,Hispanic,Single,76
1181,Production Technician I,TNS,Production       ,Wireline Construction,MA,Male,Other,Married,28
1182,Production Technician I,WBL,Production       ,Splicing,MA,Female,Black,Divorced,47
1183,Production Technician I,BPC,Production       ,Catv,MA,Female,Black,Married,76
1184,Production Technician I,CCDR,Production       ,Wireline Construction,MA,Female,Hispanic,Divorced,71
1185,Production Manager,EW,Production       ,Fielders,MA,Female,Other,Widowed,45
1186,Production Manager,MSC,Production       ,Splicing,MA,Female,Hispanic,Single,38
1187,Production Manager,NEL,Production       ,Aerial,MA,Female,Black,Single,24
1188,Production Technician II,WBL,Production       ,General - Sga,MA,Male,Black,Divorced,41
1189,Production Technician II,NEL,Production       ,General - Eng,MA,Female,Other,Married,32
1190,Production Technician II,PL,Production       ,Project Management - Eng,MA,Female,Hispanic,Married,22
1191,Production Technician II,BPC,Production       ,Wireline Construction,MA,Female,Black,Divorced,41
1192,Production Technician II,CCDR,Production       ,General - Con,MA,Female,White,Single,34
1193,Production Technician I,SVG,Production       ,Aerial,MA,Female,Black,Married,70
1194,Production Technician I,EW,Production       ,Field Operations,MA,Male,Asian,Widowed,66
1196,Production Technician I,PYZ,Production       ,General - Eng,MA,Female,Other,Married,41
1197,Production Technician I,WBL,Production       ,Safety,MA,Female,Hispanic,Divorced,62
1198,Production Technician I,NEL,Production       ,Field Operations,MA,Female,Asian,Married,67
1199,Production Technician I,PL,Production       ,Field Operations,MA,Female,White,Widowed,70
1200,Production Technician I,BPC,Production       ,General - Con,MA,Female,Other,Married,45
1201,Production Technician I,CCDR,Production       ,General - Con,MA,Male,Other,Divorced,68
1202,Production Technician I,SVG,Production       ,Wireline Construction,MA,Male,White,Widowed,39
1203,Production Technician I,EW,Production       ,Engineers,MA,Male,White,Divorced,31
1204,Production Technician I,MSC,Production       ,General - Sga,MA,Male,White,Married,74
1205,Production Technician I,TNS,Production       ,Yard (Material Handling),MA,Female,Hispanic,Single,64
1206,Production Technician I,PYZ,Production       ,Engineers,MA,Female,White,Divorced,62
1207,Production Technician I,WBL,Production       ,Wireline Construction,MA,Female,White,Divorced,63
1208,Production Manager,NEL,Production       ,Wireline Construction,MA,Female,Black,Single,40
1209,Production Manager,PL,Production       ,Wireline Construction,MA,Female,Other,Married,24
1210,Production Manager,BPC,Production       ,Field Operations,MA,Female,Asian,Divorced,72
1211,Production Technician II,CCDR,Production       ,Field Operations,MA,Male,Other,Widowed,37
1212,Production Technician II,EW,Production       ,Engineers,MA,Female,Hispanic,Single,37
1213,Production Technician II,MSC,Production       ,Project Management - Con,MA,Female,White,Married,33
1214,Production Technician II,NEL,Production       ,Splicing,MA,Female,Asian,Divorced,55
1215,Production Technician II,PL,Production       ,Aerial,MA,Female,Asian,Widowed,37
1216,Production Technician I,PYZ,Production       ,General - Con,MA,Female,Black,Single,37
1217,Production Technician I,SVG,Production       ,Wireline Construction,MA,Male,Asian,Single,59
1218,Production Technician I,WBL,Production       ,General - Con,MA,Female,Black,Married,44
1219,Production Technician I,BPC,Production       ,Engineers,MA,Female,Hispanic,Married,46
1220,Production Technician I,CCDR,Production       ,Executive,MA,Female,Asian,Single,69
1221,Production Technician I,EW,Production       ,Yard (Material Handling),MA,Female,Asian,Single,55
1222,Production Technician I,MSC,Production       ,People Services,MA,Female,Asian,Widowed,71
1223,Production Technician I,NEL,Production       ,Engineers,MA,Female,Asian,Widowed,25
1224,Production Technician I,PL,Production       ,Wireline Construction,MA,Male,Hispanic,Married,57
1225,Production Technician I,PYZ,Production       ,Finance & Accounting,MA,Male,Asian,Married,66
1226,Production Technician I,SVG,Production       ,Field Operations,MA,Male,Other,Divorced,56
1227,Production Technician I,TNS,Production       ,Billable Consultants,MA,Female,Other,Divorced,32
1228,Production Technician I,WBL,Production       ,Fielders,MA,Female,Other,Widowed,27
1229,Production Technician I,BPC,Production       ,Field Operations,MA,Female,Black,Single,68
1230,Production Technician I,CCDR,Production       ,Wireline Construction,MA,Female,Hispanic,Widowed,48
1231,Production Manager,EW,Production       ,Wireless,MA,Female,Black,Married,26
1232,Production Manager,MSC,Production       ,People Services,MA,Female,Other,Single,73
1233,Production Technician II,WBL,Production       ,Wireline Construction,MA,Male,Other,Divorced,30
1234,Production Technician II,NEL,Production       ,Sales & Marketing,MA,Female,Black,Divorced,72
1235,Production Technician II,PL,Production       ,General - Con,MA,Female,Other,Widowed,22
1236,Production Technician II,BPC,Production       ,Field Operations,MA,Female,White,Married,72
1237,Production Technician II,CCDR,Production       ,Yard (Material Handling),MA,Female,Black,Divorced,46
1238,Production Technician I,SVG,Production       ,Engineers,MA,Female,Other,Single,52
1239,Production Technician I,TNS,Production       ,Splicing,MA,Female,Hispanic,Single,21
1240,Production Technician I,PYZ,Production       ,Isp,MA,Female,Asian,Single,35
1241,Production Technician I,WBL,Production       ,Field Operations,MA,Female,Black,Married,27
1242,Production Technician I,NEL,Production       ,Wireline Construction,MA,Female,White,Married,64
1243,Production Technician I,PL,Production       ,General - Con,MA,Female,White,Widowed,41
1244,Production Technician I,BPC,Production       ,Isp,MA,Male,Asian,Married,68
1245,Production Technician I,CCDR,Production       ,Engineers,MA,Male,White,Widowed,58
1246,Production Technician I,SVG,Production       ,Field Operations,MA,Male,Black,Widowed,75
1247,Production Technician I,EW,Production       ,Wireless,MA,Female,Other,Single,47
1248,Production Technician I,MSC,Production       ,Underground,MA,Female,White,Divorced,33
1249,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Asian,Divorced,23
1250,Production Technician I,BPC,Production       ,General - Sga,MA,Female,Black,Widowed,28
1251,Production Technician I,CCDR,Production       ,Splicing,MA,Female,Asian,Married,70
1252,Production Manager,EW,Production       ,Project Management - Con,MA,Female,Asian,Divorced,40
1253,Production Manager,MSC,Production       ,Project Management - Con,MA,Female,Asian,Divorced,49
1254,Production Technician II,WBL,Production       ,General - Con,MA,Female,White,Married,70
1255,Production Technician II,NEL,Production       ,General - Con,MA,Female,Black,Married,35
1256,Production Technician II,PL,Production       ,Wireline Construction,MA,Female,White,Widowed,29
1257,Production Technician II,BPC,Production       ,Engineers,MA,Female,Asian,Divorced,43
1258,Production Technician II,CCDR,Production       ,Aerial,MA,Female,Other,Widowed,45
1259,Production Technician I,SVG,Production       ,General - Con,MA,Male,White,Single,66
1260,Production Technician I,TNS,Production       ,Project Management - Con,MA,Female,Asian,Married,61
1261,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Hispanic,Married,60
1262,Production Technician I,WBL,Production       ,Engineers,MA,Female,Hispanic,Widowed,44
1263,Production Technician I,NEL,Production       ,Shop (Fleet),MA,Female,Hispanic,Divorced,70
1264,Production Technician I,PL,Production       ,Field Operations,MA,Female,Hispanic,Married,21
1265,Production Technician I,BPC,Production       ,Field Operations,MA,Male,Black,Widowed,46
1323,Administrative Assistant,PL,Admin Offices,Aerial,MA,Female,Black,Divorced,69
1266,Production Technician I,CCDR,Production       ,Project Management - Con,MA,Male,Hispanic,Divorced,50
1267,Production Technician I,SVG,Production       ,General - Con,MA,Female,White,Divorced,49
1268,Production Technician I,EW,Production       ,General - Con,MA,Female,Other,Single,62
1269,Production Technician I,MSC,Production       ,Yard (Material Handling),MA,Female,Black,Divorced,57
1270,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Hispanic,Married,52
1271,Production Technician I,PYZ,Production       ,General - Sga,MA,Female,Asian,Widowed,69
1272,Production Technician I,WBL,Production       ,General - Eng,MA,Female,Black,Single,50
1273,Production Manager,NEL,Production       ,General - Sga,MA,Female,Asian,Single,63
1274,Production Manager,PL,Production       ,Engineers,MA,Female,Black,Single,47
1275,Production Technician II,CCDR,Production       ,Aerial,MA,Female,Other,Single,40
1276,Production Technician II,EW,Production       ,General - Sga,MA,Female,White,Married,41
1277,Production Technician II,MSC,Production       ,Splicing,MA,Female,Other,Single,35
1278,Production Technician II,NEL,Production       ,Field Operations,MA,Female,White,Divorced,65
1279,Production Technician II,PL,Production       ,Field Operations,MA,Female,White,Married,27
1280,Production Technician I,MSC,Production       ,General - Sga,MA,Male,Black,Single,78
1281,Production Technician I,TNS,Production       ,Finance & Accounting,MA,Female,White,Widowed,52
1282,Production Technician I,BPC,Production       ,Catv,MA,Female,Black,Widowed,41
1283,Production Technician I,CCDR,Production       ,General - Eng,MA,Female,Asian,Married,21
1284,Production Technician I,EW,Production       ,General - Eng,MA,Female,Other,Married,34
1285,Production Technician I,MSC,Production       ,General - Eng,MA,Male,Hispanic,Widowed,27
1286,Production Technician I,NEL,Production       ,Field Operations,MA,Male,Asian,Divorced,22
1287,Production Technician I,PL,Production       ,General - Con,MA,Female,Black,Widowed,77
1288,Production Technician I,PYZ,Production       ,Aerial,MA,Female,Hispanic,Single,24
1289,Production Technician I,SVG,Production       ,General - Con,MA,Female,Other,Single,77
1290,Production Technician I,TNS,Production       ,General - Sga,MA,Female,White,Married,25
1291,Production Technician I,WBL,Production       ,Engineers,MA,Female,Black,Divorced,35
1292,Production Technician I,BPC,Production       ,Engineers,MA,Female,White,Divorced,75
1293,Production Technician I,CCDR,Production       ,Wireline Construction,MA,Female,Asian,Single,28
1294,Production Manager,EW,Production       ,Wireline Construction,MA,Female,Hispanic,Single,53
1295,Production Technician II,PYZ,Production       ,General - Con,MA,Female,Other,Married,51
1296,Production Technician II,WBL,Production       ,Field Operations,MA,Female,Asian,Widowed,34
1297,Production Technician II,NEL,Production       ,Isp,MA,Female,Other,Married,51
1298,Production Technician II,PL,Production       ,General - Con,MA,Female,Black,Married,40
1299,Production Technician II,BPC,Production       ,Aerial,MA,Female,Asian,Widowed,67
1300,Production Technician II,CCDR,Production       ,Field Operations,MA,Female,Black,Married,54
1301,Production Technician I,MSC,Production       ,Field Operations,MA,Female,Asian,Widowed,69
1302,Production Technician I,TNS,Production       ,Field Operations,MA,Female,Other,Married,21
1303,Production Technician I,PYZ,Production       ,Finance & Accounting,MA,Female,Hispanic,Single,63
1304,Production Technician I,WBL,Production       ,Safety,MA,Female,Asian,Widowed,27
1305,Production Technician I,NEL,Production       ,Field Operations,MA,Male,White,Married,23
1306,Production Technician I,PL,Production       ,Project Management - Con,MA,Male,Hispanic,Single,24
1307,Production Technician I,BPC,Production       ,Engineers,MA,Male,Black,Married,40
1308,Production Technician I,CCDR,Production       ,Project Management - Con,MA,Female,Asian,Divorced,42
1309,Production Technician I,SVG,Production       ,Field Operations,MA,Female,Other,Widowed,40
1310,Production Technician I,EW,Production       ,General - Con,MA,Female,Asian,Single,35
1311,Production Technician I,MSC,Production       ,Engineers,MA,Male,Asian,Single,36
1312,Production Technician I,TNS,Production       ,General - Eng,MA,Female,Black,Widowed,24
1313,Production Technician I,PYZ,Production       ,Field Operations,MA,Female,Hispanic,Single,66
1314,Production Technician I,WBL,Production       ,General - Con,MA,Female,White,Divorced,25
1315,Sr. Accountant,NEL,Admin Offices,Splicing,MA,Female,Asian,Widowed,64
1316,President & CEO,CCDR,Executive Office,Aerial,MA,Female,Asian,Single,64
1317,Sr. Accountant,MSC,Admin Offices,Aerial,MA,Female,Black,Widowed,71
1318,Administrative Assistant,WBL,Admin Offices,Field Operations,MA,Female,White,Divorced,39
1319,Accountant I,EW,Admin Offices,Finance & Accounting,MA,Male,Asian,Married,55
1320,Administrative Assistant,WBL,Admin Offices,Wireline Construction,MA,Female,White,Widowed,35
1321,Accountant I,TNS,Admin Offices,Project Management - Con,MA,Male,Black,Single,63
1322,Accountant I,TNS,Admin Offices,Executive,MA,Female,Hispanic,Widowed,38
1324,Accountant I,MSC,Admin Offices,General - Con,MA,Female,Hispanic,Single,35
1325,Accountant I,TNS,Admin Offices,Engineers,MA,Female,Black,Divorced,37
1326,Sr. Network Engineer,PYZ,Admin Offices,General - Eng,MA,Male,White,Widowed,43
1327,Sr. Network Engineer,WBL,Admin Offices,Engineers,MA,Male,White,Single,59
1328,Sr. Network Engineer,NEL,IT/IS,Executive,MA,Male,Asian,Single,45
1329,Software Engineer,PL,Software Engineering,Field Operations,MA,Male,Black,Widowed,64
1330,Accountant I,MSC,Admin Offices,General - Con,MA,Female,White,Divorced,32
1331,Accountant I,TNS,Admin Offices,People Services,MA,Female,Black,Widowed,75
1332,Sr. Network Engineer,PYZ,Admin Offices,Wireline Construction,MA,Male,Hispanic,Divorced,77
1333,Sr. Network Engineer,WBL,IT/IS,Field Operations,MA,Male,Black,Divorced,44
1334,Sr. Network Engineer,NEL,IT/IS,Underground,MA,Male,Other,Widowed,68
1335,Software Engineer,NEL,Software Engineering,General - Con,MA,Female,White,Divorced,74
1336,Accountant I,TNS,Admin Offices,Field Operations,MA,Female,Black,Married,73
1337,Accountant I,WBL,Admin Offices,General - Con,MA,Female,White,Single,65
1338,Sr. Network Engineer,BPC,Admin Offices,Shop (Fleet),MA,Male,Other,Widowed,32
1339,Sr. Network Engineer,CCDR,IT/IS,Wireline Construction,MA,Male,Hispanic,Widowed,40
1340,Sr. Network Engineer,EW,IT/IS,General - Eng,MA,Male,White,Divorced,76
1341,Software Engineering Manager,CCDR,Software Engineering,Engineers,MA,Female,Hispanic,Single,42
1342,Accountant I,EW,Admin Offices,Aerial,MA,Female,Asian,Single,34
1343,Accountant I,MSC,Admin Offices,Shop (Fleet),MA,Female,White,Married,61
1344,Accountant I,TNS,Admin Offices,General - Con,MA,Male,White,Single,42
1345,Sr. Network Engineer,PYZ,Admin Offices,Fielders,MA,Male,Other,Single,45
1346,Sr. Network Engineer,WBL,IT/IS,Field Operations,MA,Male,White,Divorced,73
1347,Sr. Network Engineer,NEL,IT/IS,General - Con,MA,Male,Hispanic,Married,27
1349,Accountant I,EW,Admin Offices,Safety,MA,Female,White,Divorced,72
1350,Accountant I,MSC,Admin Offices,Field Operations,MA,Female,Black,Divorced,54
1351,Accountant I,TNS,Admin Offices,Field Operations,MA,Male,White,Divorced,23
1352,Sr. Network Engineer,PYZ,Admin Offices,Field Operations,MA,Male,Other,Divorced,44
1353,Sr. Network Engineer,WBL,IT/IS,Field Operations,MA,Male,White,Single,74
1355,Administrative Assistant,SVG,Admin Offices,General - Con,MA,Female,Hispanic,Single,76
1356,Accountant I,EW,Admin Offices,Engineers,MA,Female,Hispanic,Married,35
1357,Accountant I,MSC,Admin Offices,Engineers,MA,Male,Black,Divorced,46
1358,Accountant I,TNS,Admin Offices,Field Operations,MA,Male,Black,Married,22
1359,Sr. Network Engineer,BPC,Admin Offices,Catv,MA,Male,Asian,Married,21
1360,Sr. Network Engineer,CCDR,IT/IS,Field Operations,MA,Male,Asian,Divorced,57
1362,Administrative Assistant,SVG,Admin Offices,General - Con,MA,Female,Asian,Widowed,36
1363,Accountant I,EW,Admin Offices,General - Con,MA,Female,Asian,Divorced,41
1364,Accountant I,MSC,Admin Offices,Finance & Accounting,MA,Male,White,Divorced,46
1365,Accountant I,TNS,Admin Offices,Field Operations,MA,Male,Hispanic,Widowed,37
1366,Sr. Network Engineer,PYZ,IT/IS,General - Con,MA,Male,Black,Single,72
1367,Sr. Network Engineer,WBL,IT/IS,Executive,MA,Female,White,Divorced,30
1368,Sr. Accountant,PYZ,Admin Offices,General - Sga,MA,Female,White,Widowed,27
1369,Administrative Assistant,CCDR,Sales,Aerial,MA,Female,Black,Married,47
1370,Administrative Assistant,SVG,Admin Offices,General - Con,MA,Female,Black,Married,30
1371,Accountant I,EW,Admin Offices,Field Operations,MA,Female,Black,Married,64
1372,Accountant I,MSC,Admin Offices,Aerial,MA,Male,White,Single,31
1373,Accountant I,TNS,Admin Offices,Field Operations,MA,Male,Other,Divorced,36
1374,Sr. Network Engineer,PYZ,IT/IS,Aerial,MA,Female,White,Married,77
1375,Sr. Accountant,PYZ,Admin Offices,Technology / It,MA,Female,Asian,Divorced,22
1376,Administrative Assistant,CCDR,Sales,Field Operations,MA,Female,Other,Single,61
1377,Administrative Assistant,SVG,Admin Offices,General - Con,MA,Female,White,Divorced,53
1378,Accountant I,EW,Admin Offices,Fielders,MA,Female,White,Married,47
1379,Accountant I,MSC,Admin Offices,General - Sga,MA,Male,White,Widowed,39
1380,Accountant I,TNS,Admin Offices,Field Operations,MA,Male,Hispanic,Single,67
1381,Sr. Network Engineer,PYZ,IT/IS,Aerial,MA,Female,Other,Single,22
1382,Sr. Accountant,TNS,Admin Offices,Field Operations,MA,Female,White,Widowed,51
1383,Sr. Accountant,BPC,Admin Offices,General - Con,MA,Female,Hispanic,Divorced,28
1384,Administrative Assistant,CCDR,Admin Offices,Field Operations,MA,Female,Other,Single,64
1385,Administrative Assistant,SVG,Admin Offices,Field Operations,MA,Female,Hispanic,Divorced,54
1386,Accountant I,EW,Admin Offices,General - Con,MA,Female,White,Married,43
1387,Accountant I,MSC,Admin Offices,General - Con,MA,Male,Hispanic,Divorced,70
1388,Accountant I,TNS,Admin Offices,Field Operations,MA,Female,Black,Single,49
1389,Production Technician II,NEL,Production       ,Isp,MA,Male,Hispanic,Widowed,57
1390,Production Technician I,SVG,Production       ,General - Con,MA,Male,Asian,Married,64
1391,Production Technician I,MSC,Production       ,Wireless,MA,Female,Other,Single,79
1392,Production Technician I,PL,Production       ,Field Operations,MA,Female,Hispanic,Widowed,64
1393,Production Technician I,SVG,Production       ,General - Con,MA,Female,Other,Single,74
1394,Production Technician I,NEL,Production       ,Field Operations,MA,Male,Black,Married,76
1395,Production Technician II,SVG,Production       ,General - Con,MA,Male,Black,Divorced,61
1396,Production Technician I,SVG,Production       ,General - Eng,MA,Female,Hispanic,Married,63
1397,Production Technician I,MSC,Production       ,General - Con,MA,Male,Other,Single,37
1398,Production Technician I,PYZ,Production       ,Splicing,MA,Female,White,Single,49
1399,Production Technician I,BPC,Production       ,General - Con,MA,Female,Other,Widowed,46
1400,Production Technician II,NEL,Production       ,Field Operations,MA,Female,White,Divorced,63
1401,Production Technician I,PL,Production       ,Splicing,MA,Male,White,Single,52
1402,Production Technician I,MSC,Production       ,General - Sga,MA,Female,White,Divorced,33
1403,Production Technician I,SVG,Production       ,Field Operations,MA,Female,White,Widowed,77
1404,Production Technician II,BPC,Production       ,Finance & Accounting,MA,Male,Hispanic,Single,40
1405,Production Technician II,PL,Production       ,Field Operations,MA,Female,Other,Single,41
1406,Production Technician II,PYZ,Production       ,General - Con,MA,Female,Asian,Single,40
1407,Production Technician I,TNS,Production       ,General - Sga,MA,Male,Hispanic,Married,40
1408,Production Technician I,PL,Production       ,Field Operations,MA,Female,Other,Single,41
1409,Production Technician I,MSC,Production       ,General - Con,MA,Female,Other,Widowed,38
1410,Production Technician I,SVG,Production       ,Wireline Construction,MA,Female,White,Widowed,77
1411,Production Technician I,EW,Production       ,Aerial,MA,Female,Hispanic,Married,39
1412,Production Technician I,MSC,Production       ,Field Operations,MA,Female,White,Widowed,37
1413,Production Technician I,TNS,Production       ,Finance & Accounting,MA,Male,Black,Widowed,76
1414,Production Technician I,BPC,Production       ,Aerial,MA,Male,Asian,Married,56
1415,Production Technician I,CCDR,Production       ,Field Operations,MA,Male,Asian,Divorced,43
1416,Production Technician I,EW,Production       ,Field Operations,MA,Male,Asian,Widowed,67
1417,Production Technician I,MSC,Production       ,Aerial,MA,Female,Other,Single,72
1418,Production Technician I,NEL,Production       ,Wireline Construction,MA,Female,Other,Married,18
1419,Production Technician I,PL,Production       ,Field Operations,MA,Female,Other,Divorced,39
1420,Production Technician I,PYZ,Production       ,Project Management - Con,MA,Female,White,Divorced,71
