employee_id,employee_status,employee_type,pay_zone,employee_classification_type,start_date,start_date_key
3873,Active,Full-Time,Zone B,Part-Time,2022-03-04,20220304.0
3874,Active,Part-Time,Zone C,Part-Time,2020-06-02,20200602.0
3875,Active,Contract,Zone A,Temporary,2021-06-29,20210629.0
3876,Active,Contract,Zone C,Temporary,2021-10-24,20211024.0
3877,Active,Part-Time,Zone A,Full-Time,2018-10-22,20181022.0
3878,Active,Contract,Zone B,Part-Time,2018-09-08,20180908.0
3879,Active,Full-Time,Zone C,Part-Time,2019-02-08,20190208.0
3880,Active,Part-Time,Zone B,Temporary,2021-03-29,20210329.0
3881,Active,Part-Time,Zone B,Part-Time,2019-06-19,20190619.0
3882,Active,Contract,Zone C,Part-Time,2019-01-30,20190130.0
3883,Active,Contract,Zone B,Full-Time,2022-05-06,20220506.0
3884,Active,Full-Time,Zone B,Temporary,2019-02-02,20190202.0
3885,Active,Full-Time,Zone B,Part-Time,2021-12-08,20211208.0
3886,Active,Part-Time,Zone B,Temporary,2018-10-12,20181012.0
3889,Active,Contract,Zone B,Part-Time,2022-09-05,20220905.0
3890,Active,Full-Time,Zone B,Temporary,2022-07-19,20220719.0
3891,Active,Full-Time,Zone C,Temporary,2022-05-26,20220526.0
3892,Active,Full-Time,Zone A,Full-Time,2022-10-31,20221031.0
3893,Active,Full-Time,Zone B,Part-Time,2023-03-22,20230322.0
3894,Active,Full-Time,Zone A,Full-Time,2023-05-29,20230529.0
3895,Active,Full-Time,Zone C,Full-Time,2020-02-23,20200223.0
3896,Active,Part-Time,Zone B,Temporary,2019-08-13,20190813.0
3897,Active,Part-Time,Zone A,Part-Time,2019-03-25,20190325.0
3900,Active,Contract,Zone C,Full-Time,2023-06-16,20230616.0
3901,Active,Part-Time,Zone A,Temporary,2021-06-18,20210618.0
3902,Active,Contract,Zone B,Temporary,2023-05-22,20230522.0
3903,Active,Full-Time,Zone A,Full-Time,2019-05-14,20190514.0
3904,Active,Contract,Zone A,Part-Time,2020-12-27,20201227.0
3905,Active,Full-Time,Zone A,Full-Time,2020-08-04,20200804.0
3906,Active,Contract,Zone C,Temporary,2020-08-25,20200825.0
3907,Active,Full-Time,Zone A,Temporary,2022-02-24,20220224.0
3908,Active,Part-Time,Zone C,Temporary,2019-08-06,20190806.0
3909,Active,Part-Time,Zone C,Part-Time,2021-08-01,20210801.0
3910,Active,Part-Time,Zone A,Part-Time,2022-07-13,20220713.0
3911,Active,Full-Time,Zone A,Part-Time,2021-05-28,20210528.0
3914,Active,Contract,Zone C,Temporary,2020-02-04,20200204.0
3915,Active,Contract,Zone B,Part-Time,2022-08-28,20220828.0
3916,Active,Part-Time,Zone C,Temporary,2022-06-27,20220627.0
3917,Active,Part-Time,Zone C,Full-Time,2019-12-19,20191219.0
3918,Active,Contract,Zone A,Full-Time,2020-09-24,20200924.0
3919,Active,Contract,Zone C,Full-Time,2023-07-06,20230706.0
3920,Active,Full-Time,Zone A,Part-Time,2021-04-11,20210411.0
3921,Active,Contract,Zone A,Part-Time,2020-02-12,20200212.0
3922,Active,Part-Time,Zone A,Full-Time,2018-12-25,20181225.0
3923,Active,Full-Time,Zone C,Part-Time,2021-12-25,20211225.0
3924,Active,Full-Time,Zone B,Full-Time,2021-05-22,20210522.0
3926,Active,Full-Time,Zone C,Full-Time,2019-02-27,20190227.0
3927,Active,Contract,Zone C,Temporary,2020-03-01,20200301.0
3928,Active,Full-Time,Zone A,Temporary,2021-01-27,20210127.0
3929,Active,Contract,Zone C,Part-Time,2023-06-18,20230618.0
3930,Active,Contract,Zone A,Part-Time,2019-11-24,20191124.0
3931,Active,Part-Time,Zone A,Temporary,2021-09-24,20210924.0
3932,Active,Contract,Zone B,Full-Time,2022-08-17,20220817.0
3933,Active,Contract,Zone A,Part-Time,2023-04-18,20230418.0
3934,Active,Full-Time,Zone C,Temporary,2020-04-15,20200415.0
3935,Active,Full-Time,Zone C,Full-Time,2020-12-25,20201225.0
3936,Terminated,Full-Time,Zone B,Temporary,2022-07-21,20220721.0
3937,Active,Contract,Zone C,Part-Time,2022-11-04,20221104.0
3938,Active,Part-Time,Zone B,Temporary,2020-04-20,20200420.0
3939,Active,Part-Time,Zone A,Part-Time,2019-09-05,20190905.0
3940,Active,Contract,Zone B,Full-Time,2019-08-11,20190811.0
3941,Active,Full-Time,Zone B,Temporary,2018-11-04,20181104.0
3942,Terminated,Contract,Zone B,Temporary,2018-11-04,20181104.0
3943,Terminated,Part-Time,Zone A,Part-Time,2019-07-27,20190727.0
3944,Active,Full-Time,Zone A,Full-Time,2020-12-21,20201221.0
3945,Active,Full-Time,Zone C,Temporary,2022-07-25,20220725.0
3946,Active,Contract,Zone A,Temporary,2019-06-15,20190615.0
3947,Terminated,Full-Time,Zone B,Full-Time,2020-04-04,20200404.0
3948,Terminated,Contract,Zone C,Full-Time,2023-02-03,20230203.0
3950,Active,Full-Time,Zone A,Part-Time,2023-07-12,20230712.0
3951,Terminated,Contract,Zone A,Temporary,2021-04-25,20210425.0
3952,Active,Full-Time,Zone A,Full-Time,2021-03-13,20210313.0
3953,Active,Full-Time,Zone B,Full-Time,2021-08-16,20210816.0
3954,Active,Full-Time,Zone B,Temporary,2021-10-18,20211018.0
3955,Active,Contract,Zone C,Full-Time,2020-02-16,20200216.0
3956,Active,Contract,Zone A,Temporary,2019-08-07,20190807.0
3957,Active,Contract,Zone C,Temporary,2022-01-03,20220103.0
3958,Active,Part-Time,Zone C,Full-Time,2020-09-22,20200922.0
3959,Terminated,Part-Time,Zone A,Full-Time,2022-11-11,20221111.0
3960,Active,Part-Time,Zone A,Full-Time,2018-08-11,20180811.0
3961,Active,Full-Time,Zone A,Full-Time,2023-03-31,20230331.0
3962,Active,Contract,Zone B,Part-Time,2021-03-10,20210310.0
3963,Active,Part-Time,Zone B,Temporary,2019-08-30,20190830.0
3965,Active,Contract,Zone B,Part-Time,2020-04-22,20200422.0
3967,Active,Full-Time,Zone A,Temporary,2018-12-03,20181203.0
3968,Active,Contract,Zone B,Temporary,2021-02-20,20210220.0
3969,Active,Contract,Zone A,Full-Time,2021-01-17,20210117.0
3970,Active,Part-Time,Zone B,Full-Time,2020-10-04,20201004.0
3971,Active,Part-Time,Zone A,Temporary,2021-01-29,20210129.0
3972,Active,Part-Time,Zone B,Part-Time,2022-07-26,20220726.0
3973,Terminated,Part-Time,Zone C,Temporary,2018-09-21,20180921.0
3974,Terminated,Part-Time,Zone C,Full-Time,2018-12-25,20181225.0
3975,Terminated,Part-Time,Zone B,Temporary,2020-11-03,20201103.0
3976,Active,Full-Time,Zone C,Temporary,2021-10-22,20211022.0
3977,Active,Full-Time,Zone A,Full-Time,2018-08-27,20180827.0
3978,Active,Part-Time,Zone B,Part-Time,2020-07-12,20200712.0
3980,Active,Full-Time,Zone C,Full-Time,2020-05-11,20200511.0
3981,Active,Full-Time,Zone A,Temporary,2020-07-24,20200724.0
3982,Active,Part-Time,Zone B,Part-Time,2022-08-09,20220809.0
3983,Active,Full-Time,Zone A,Full-Time,2022-06-12,20220612.0
3984,Active,Contract,Zone B,Full-Time,2022-02-10,20220210.0
3985,Terminated,Part-Time,Zone A,Part-Time,2023-01-13,20230113.0
3986,Active,Part-Time,Zone A,Temporary,2020-03-10,20200310.0
3987,Terminated,Full-Time,Zone A,Full-Time,2022-02-25,20220225.0
3989,Active,Full-Time,Zone C,Part-Time,2022-07-11,20220711.0
3991,Active,Contract,Zone B,Full-Time,2023-04-10,20230410.0
3992,Active,Part-Time,Zone A,Full-Time,2022-12-08,20221208.0
3993,Active,Contract,Zone C,Full-Time,2022-06-22,20220622.0
3994,Active,Full-Time,Zone A,Full-Time,2022-09-22,20220922.0
3995,Active,Full-Time,Zone A,Temporary,2019-07-15,20190715.0
3996,Active,Part-Time,Zone C,Full-Time,2021-09-01,20210901.0
3997,Active,Contract,Zone A,Temporary,2019-07-16,20190716.0
3998,Terminated,Full-Time,Zone B,Full-Time,2021-12-24,20211224.0
3999,Terminated,Full-Time,Zone B,Full-Time,2019-04-17,20190417.0
4000,Terminated,Contract,Zone C,Full-Time,2019-10-26,20191026.0
1001,Active,Part-Time,Zone A,Part-Time,2019-08-29,20190829.0
1002,Active,Part-Time,Zone A,Temporary,2022-12-12,20221212.0
1003,Active,Contract,Zone A,Part-Time,2023-03-08,20230308.0
1004,Active,Part-Time,Zone C,Part-Time,2020-05-29,20200529.0
1005,Active,Full-Time,Zone B,Temporary,2022-09-16,20220916.0
1006,Active,Full-Time,Zone C,Part-Time,2021-08-15,20210815.0
1007,Terminated,Part-Time,Zone A,Part-Time,2020-10-25,20201025.0
1008,Active,Contract,Zone B,Temporary,2019-08-28,20190828.0
1009,Active,Part-Time,Zone C,Temporary,2019-06-13,20190613.0
1010,Terminated,Part-Time,Zone C,Temporary,2021-01-12,20210112.0
1011,Terminated,Contract,Zone A,Temporary,2022-02-07,20220207.0
1012,Terminated,Contract,Zone A,Temporary,2020-11-09,20201109.0
1013,Active,Part-Time,Zone B,Full-Time,2020-05-13,20200513.0
1014,Active,Part-Time,Zone A,Full-Time,2022-12-31,20221231.0
1015,Active,Contract,Zone A,Part-Time,2018-12-03,20181203.0
1016,Active,Part-Time,Zone B,Part-Time,2020-02-21,20200221.0
1017,Active,Full-Time,Zone B,Full-Time,2020-09-07,20200907.0
1018,Active,Part-Time,Zone A,Part-Time,2020-06-19,20200619.0
1019,Terminated,Full-Time,Zone A,Temporary,2022-10-14,20221014.0
1020,Terminated,Contract,Zone C,Full-Time,2023-06-20,20230620.0
1021,Terminated,Full-Time,Zone C,Full-Time,2020-11-09,20201109.0
1022,Active,Part-Time,Zone A,Temporary,2022-09-19,20220919.0
1023,Active,Contract,Zone C,Part-Time,2018-11-09,20181109.0
1024,Active,Contract,Zone A,Part-Time,2018-12-30,20181230.0
1025,Active,Full-Time,Zone A,Temporary,2023-05-11,20230511.0
1026,Active,Contract,Zone A,Part-Time,2022-11-03,20221103.0
1027,Active,Part-Time,Zone A,Full-Time,2020-06-14,20200614.0
1028,Terminated,Full-Time,Zone C,Part-Time,2019-10-15,20191015.0
1029,Active,Part-Time,Zone B,Part-Time,2020-04-28,20200428.0
1030,Active,Contract,Zone C,Temporary,2019-10-29,20191029.0
1031,Active,Part-Time,Zone B,Temporary,2021-04-28,20210428.0
1032,Active,Full-Time,Zone C,Part-Time,2022-04-19,20220419.0
1033,Active,Contract,Zone B,Full-Time,2023-03-28,20230328.0
1034,Active,Full-Time,Zone C,Part-Time,2019-05-06,20190506.0
1035,Active,Full-Time,Zone A,Temporary,2020-10-13,20201013.0
1036,Active,Part-Time,Zone A,Part-Time,2021-07-06,20210706.0
1037,Terminated,Part-Time,Zone C,Full-Time,2020-09-24,20200924.0
1038,Active,Contract,Zone B,Part-Time,2023-01-18,20230118.0
1039,Terminated,Part-Time,Zone B,Part-Time,2019-08-22,20190822.0
1040,Terminated,Contract,Zone A,Part-Time,2019-07-25,20190725.0
1041,Terminated,Full-Time,Zone A,Full-Time,2019-11-11,20191111.0
1042,Active,Contract,Zone B,Temporary,2022-07-16,20220716.0
1043,Active,Full-Time,Zone C,Part-Time,2022-12-19,20221219.0
1044,Active,Contract,Zone A,Temporary,2020-09-15,20200915.0
1045,Active,Full-Time,Zone C,Temporary,2020-10-04,20201004.0
1046,Terminated,Full-Time,Zone A,Temporary,2022-04-23,20220423.0
1047,Active,Contract,Zone A,Part-Time,2021-11-27,20211127.0
1048,Active,Part-Time,Zone A,Temporary,2019-11-29,20191129.0
1049,Terminated,Part-Time,Zone B,Part-Time,2019-05-30,20190530.0
1050,Active,Contract,Zone B,Temporary,2020-11-23,20201123.0
1051,Active,Full-Time,Zone C,Part-Time,2022-04-08,20220408.0
1052,Active,Contract,Zone B,Part-Time,2021-02-25,20210225.0
1053,Active,Contract,Zone C,Full-Time,2019-03-13,20190313.0
1054,Active,Part-Time,Zone A,Full-Time,2023-02-12,20230212.0
1055,Active,Contract,Zone C,Full-Time,2018-09-08,20180908.0
1056,Active,Contract,Zone C,Temporary,2021-11-18,20211118.0
1057,Active,Full-Time,Zone A,Full-Time,2023-07-01,20230701.0
1058,Active,Contract,Zone C,Temporary,2022-04-18,20220418.0
1059,Active,Part-Time,Zone C,Full-Time,2023-04-29,20230429.0
1060,Active,Part-Time,Zone B,Full-Time,2018-10-10,20181010.0
1061,Active,Part-Time,Zone C,Part-Time,2022-11-20,20221120.0
1062,Terminated,Part-Time,Zone A,Part-Time,2019-05-18,20190518.0
1063,Active,Full-Time,Zone B,Temporary,2021-06-22,20210622.0
1064,Terminated,Part-Time,Zone A,Part-Time,2022-03-30,20220330.0
1065,Active,Contract,Zone C,Temporary,2018-08-28,20180828.0
1066,Active,Full-Time,Zone C,Temporary,2021-12-27,20211227.0
1067,Active,Part-Time,Zone A,Temporary,2020-11-14,20201114.0
1068,Active,Full-Time,Zone B,Part-Time,2021-10-01,20211001.0
1069,Active,Full-Time,Zone B,Part-Time,2018-10-13,20181013.0
1070,Active,Full-Time,Zone C,Temporary,2018-12-15,20181215.0
1071,Terminated,Contract,Zone A,Part-Time,2019-03-28,20190328.0
1072,Active,Part-Time,Zone C,Part-Time,2018-12-27,20181227.0
1073,Active,Full-Time,Zone A,Full-Time,2019-05-11,20190511.0
1074,Terminated,Full-Time,Zone A,Temporary,2021-02-19,20210219.0
1075,Active,Part-Time,Zone B,Full-Time,2022-11-05,20221105.0
1076,Active,Contract,Zone C,Part-Time,2020-03-22,20200322.0
1077,Active,Contract,Zone B,Temporary,2019-02-02,20190202.0
1078,Active,Contract,Zone C,Temporary,2020-02-24,20200224.0
1079,Active,Part-Time,Zone B,Full-Time,2021-04-07,20210407.0
1080,Active,Part-Time,Zone C,Full-Time,2020-11-14,20201114.0
1081,Terminated,Contract,Zone B,Part-Time,2022-01-17,20220117.0
1082,Active,Part-Time,Zone B,Part-Time,2021-09-02,20210902.0
1083,Active,Part-Time,Zone A,Full-Time,2023-07-30,20230730.0
1084,Active,Contract,Zone C,Part-Time,2023-06-27,20230627.0
1085,Active,Contract,Zone B,Full-Time,2022-03-27,20220327.0
1086,Active,Contract,Zone A,Temporary,2022-08-12,20220812.0
1087,Active,Part-Time,Zone A,Part-Time,2022-07-08,20220708.0
1088,Active,Contract,Zone B,Part-Time,2020-08-15,20200815.0
1089,Active,Full-Time,Zone A,Temporary,2023-05-27,20230527.0
1090,Active,Part-Time,Zone C,Full-Time,2023-01-02,20230102.0
1091,Active,Contract,Zone B,Temporary,2018-11-16,20181116.0
1092,Active,Part-Time,Zone C,Full-Time,2022-07-12,20220712.0
1093,Active,Contract,Zone B,Part-Time,2022-12-16,20221216.0
1094,Active,Part-Time,Zone A,Full-Time,2023-05-08,20230508.0
1095,Active,Full-Time,Zone A,Temporary,2023-04-07,20230407.0
1096,Active,Part-Time,Zone C,Part-Time,2022-02-15,20220215.0
1097,Active,Contract,Zone B,Part-Time,2023-07-17,20230717.0
1098,Terminated,Part-Time,Zone A,Temporary,2019-05-03,20190503.0
1099,Active,Part-Time,Zone A,Part-Time,2022-03-25,20220325.0
1100,Active,Full-Time,Zone C,Temporary,2020-04-07,20200407.0
1101,Active,Full-Time,Zone A,Part-Time,2021-03-10,20210310.0
1102,Active,Part-Time,Zone A,Part-Time,2019-08-04,20190804.0
1103,Terminated,Full-Time,Zone C,Temporary,2021-04-11,20210411.0
1104,Active,Part-Time,Zone C,Temporary,2019-06-16,20190616.0
1105,Terminated,Contract,Zone A,Full-Time,2020-10-08,20201008.0
1106,Active,Full-Time,Zone B,Temporary,2021-08-18,20210818.0
1107,Active,Contract,Zone A,Part-Time,2020-03-16,20200316.0
1108,Active,Full-Time,Zone A,Full-Time,2019-01-24,20190124.0
1109,Terminated,Full-Time,Zone C,Part-Time,2022-06-11,20220611.0
1110,Active,Full-Time,Zone B,Temporary,2022-07-02,20220702.0
1111,Terminated,Full-Time,Zone A,Part-Time,2019-09-08,20190908.0
1112,Active,Full-Time,Zone A,Part-Time,2022-07-10,20220710.0
1113,Active,Contract,Zone B,Part-Time,2022-04-24,20220424.0
1114,Active,Full-Time,Zone C,Part-Time,2020-03-31,20200331.0
1115,Active,Contract,Zone A,Part-Time,2019-03-23,20190323.0
1116,Terminated,Full-Time,Zone A,Full-Time,2019-03-09,20190309.0
1117,Terminated,Full-Time,Zone C,Temporary,2019-02-21,20190221.0
1118,Active,Full-Time,Zone B,Temporary,2019-10-04,20191004.0
1119,Active,Part-Time,Zone C,Part-Time,2019-11-24,20191124.0
1120,Active,Part-Time,Zone B,Temporary,2020-08-17,20200817.0
1121,Active,Part-Time,Zone C,Full-Time,2021-03-16,20210316.0
1122,Active,Contract,Zone C,Part-Time,2021-11-16,20211116.0
1123,Active,Full-Time,Zone B,Full-Time,2022-05-03,20220503.0
1124,Active,Full-Time,Zone A,Full-Time,2019-12-24,20191224.0
1125,Active,Contract,Zone B,Part-Time,2021-10-21,20211021.0
1126,Terminated,Part-Time,Zone C,Temporary,2018-09-08,20180908.0
1127,Active,Full-Time,Zone A,Full-Time,2019-02-26,20190226.0
1128,Active,Part-Time,Zone B,Part-Time,2023-04-21,20230421.0
1129,Terminated,Full-Time,Zone B,Part-Time,2019-09-19,20190919.0
1130,Active,Contract,Zone A,Part-Time,2020-12-23,20201223.0
1131,Active,Part-Time,Zone B,Part-Time,2019-03-29,20190329.0
1132,Terminated,Contract,Zone B,Full-Time,2021-05-15,20210515.0
1133,Terminated,Full-Time,Zone B,Part-Time,2022-03-14,20220314.0
1134,Terminated,Part-Time,Zone C,Temporary,2021-12-06,20211206.0
1135,Active,Full-Time,Zone A,Temporary,2021-10-27,20211027.0
1136,Active,Full-Time,Zone A,Temporary,2023-04-01,20230401.0
1137,Active,Full-Time,Zone C,Part-Time,2019-05-29,20190529.0
1138,Active,Full-Time,Zone B,Temporary,2019-07-12,20190712.0
1139,Active,Contract,Zone A,Temporary,2018-08-10,20180810.0
1140,Active,Part-Time,Zone C,Full-Time,2021-09-29,20210929.0
1141,Active,Contract,Zone A,Full-Time,2021-08-05,20210805.0
1142,Active,Full-Time,Zone B,Temporary,2023-08-02,20230802.0
1143,Active,Contract,Zone A,Full-Time,2018-09-02,20180902.0
1144,Active,Part-Time,Zone B,Part-Time,2019-10-13,20191013.0
1145,Active,Contract,Zone B,Full-Time,2020-09-24,20200924.0
1146,Active,Contract,Zone C,Part-Time,2023-08-06,20230806.0
1147,Terminated,Full-Time,Zone B,Full-Time,2019-06-11,20190611.0
1148,Active,Part-Time,Zone A,Temporary,2019-02-14,20190214.0
1149,Active,Part-Time,Zone C,Temporary,2022-03-17,20220317.0
1150,Active,Part-Time,Zone A,Full-Time,2020-08-05,20200805.0
1151,Active,Part-Time,Zone A,Part-Time,2022-08-23,20220823.0
1152,Active,Full-Time,Zone A,Full-Time,2023-01-12,20230112.0
1153,Terminated,Part-Time,Zone A,Temporary,2020-04-14,20200414.0
1154,Terminated,Full-Time,Zone C,Part-Time,2021-09-27,20210927.0
1155,Terminated,Contract,Zone A,Temporary,2018-11-17,20181117.0
1156,Terminated,Contract,Zone A,Full-Time,2019-07-22,20190722.0
1157,Active,Part-Time,Zone A,Temporary,2019-02-10,20190210.0
1158,Terminated,Full-Time,Zone A,Full-Time,2018-11-22,20181122.0
1159,Active,Part-Time,Zone A,Temporary,2023-04-23,20230423.0
1160,Active,Part-Time,Zone B,Full-Time,2022-12-26,20221226.0
1161,Active,Contract,Zone B,Part-Time,2020-06-14,20200614.0
1162,Active,Full-Time,Zone C,Temporary,2022-03-29,20220329.0
1163,Active,Contract,Zone A,Part-Time,2022-12-18,20221218.0
1164,Active,Part-Time,Zone A,Part-Time,2019-03-21,20190321.0
1165,Active,Full-Time,Zone C,Full-Time,2021-02-08,20210208.0
1166,Active,Full-Time,Zone A,Temporary,2022-06-06,20220606.0
1167,Active,Contract,Zone B,Full-Time,2021-11-01,20211101.0
1168,Active,Contract,Zone A,Full-Time,2023-01-19,20230119.0
1169,Active,Contract,Zone B,Part-Time,2020-07-30,20200730.0
1170,Active,Part-Time,Zone C,Full-Time,2023-07-16,20230716.0
1171,Active,Part-Time,Zone A,Part-Time,2022-06-16,20220616.0
1172,Terminated,Full-Time,Zone C,Full-Time,2021-06-13,20210613.0
1173,Terminated,Full-Time,Zone C,Full-Time,2020-11-14,20201114.0
1174,Terminated,Full-Time,Zone C,Temporary,2020-06-16,20200616.0
1175,Terminated,Full-Time,Zone A,Part-Time,2018-12-20,20181220.0
1176,Active,Contract,Zone A,Part-Time,2022-10-29,20221029.0
1177,Active,Contract,Zone A,Temporary,2020-07-20,20200720.0
1178,Terminated,Contract,Zone C,Part-Time,2021-10-03,20211003.0
1179,Active,Part-Time,Zone A,Full-Time,2022-07-16,20220716.0
1180,Active,Full-Time,Zone B,Full-Time,2020-06-30,20200630.0
1181,Active,Full-Time,Zone C,Part-Time,2021-06-13,20210613.0
1182,Active,Full-Time,Zone C,Temporary,2020-12-29,20201229.0
1183,Active,Part-Time,Zone A,Full-Time,2022-02-03,20220203.0
1184,Active,Full-Time,Zone B,Temporary,2022-01-10,20220110.0
1185,Active,Part-Time,Zone A,Full-Time,2018-12-13,20181213.0
1186,Active,Full-Time,Zone A,Temporary,2021-03-03,20210303.0
1187,Active,Part-Time,Zone A,Full-Time,2021-07-04,20210704.0
1188,Terminated,Contract,Zone B,Part-Time,2020-02-06,20200206.0
1189,Terminated,Contract,Zone C,Full-Time,2020-06-28,20200628.0
1190,Terminated,Contract,Zone B,Full-Time,2020-12-22,20201222.0
1191,Active,Full-Time,Zone B,Full-Time,2019-11-24,20191124.0
1192,Active,Full-Time,Zone C,Full-Time,2022-09-23,20220923.0
1193,Terminated,Full-Time,Zone B,Temporary,2020-02-06,20200206.0
1194,Terminated,Full-Time,Zone C,Temporary,2019-01-14,20190114.0
1196,Active,Part-Time,Zone C,Temporary,2019-03-09,20190309.0
1197,Active,Full-Time,Zone B,Part-Time,2020-06-13,20200613.0
1198,Active,Contract,Zone B,Part-Time,2019-01-22,20190122.0
1199,Active,Full-Time,Zone B,Part-Time,2020-12-12,20201212.0
1200,Active,Part-Time,Zone A,Full-Time,2022-04-27,20220427.0
1201,Terminated,Contract,Zone A,Part-Time,2022-04-11,20220411.0
1202,Terminated,Contract,Zone B,Temporary,2022-09-01,20220901.0
1203,Active,Contract,Zone A,Part-Time,2018-09-08,20180908.0
1204,Active,Full-Time,Zone B,Temporary,2022-11-24,20221124.0
1205,Active,Full-Time,Zone C,Part-Time,2020-07-23,20200723.0
1206,Active,Part-Time,Zone C,Part-Time,2018-12-28,20181228.0
1207,Active,Contract,Zone B,Full-Time,2019-10-01,20191001.0
1208,Active,Contract,Zone A,Part-Time,2019-08-17,20190817.0
1209,Active,Part-Time,Zone A,Part-Time,2023-05-31,20230531.0
1210,Active,Full-Time,Zone B,Part-Time,2020-12-08,20201208.0
1211,Terminated,Part-Time,Zone B,Part-Time,2018-11-05,20181105.0
1212,Terminated,Contract,Zone C,Full-Time,2020-08-26,20200826.0
1213,Active,Part-Time,Zone A,Part-Time,2020-02-23,20200223.0
1214,Active,Full-Time,Zone B,Full-Time,2022-02-12,20220212.0
1215,Active,Contract,Zone C,Temporary,2020-02-13,20200213.0
1216,Terminated,Part-Time,Zone B,Part-Time,2023-02-15,20230215.0
1217,Terminated,Full-Time,Zone B,Part-Time,2019-12-03,20191203.0
1218,Active,Full-Time,Zone B,Temporary,2018-12-31,20181231.0
1219,Terminated,Part-Time,Zone B,Part-Time,2020-01-16,20200116.0
1220,Terminated,Full-Time,Zone C,Temporary,2018-11-20,20181120.0
1221,Terminated,Part-Time,Zone A,Part-Time,2022-11-11,20221111.0
1222,Terminated,Contract,Zone A,Part-Time,2020-12-18,20201218.0
1223,Active,Full-Time,Zone C,Temporary,2021-01-26,20210126.0
1224,Terminated,Part-Time,Zone B,Part-Time,2021-11-26,20211126.0
1225,Active,Contract,Zone C,Part-Time,2023-05-15,20230515.0
1226,Active,Full-Time,Zone A,Full-Time,2023-06-20,20230620.0
1227,Active,Part-Time,Zone C,Part-Time,2019-08-22,20190822.0
1228,Active,Contract,Zone B,Full-Time,2021-08-30,20210830.0
1229,Active,Part-Time,Zone B,Part-Time,2020-01-27,20200127.0
1230,Active,Contract,Zone C,Temporary,2022-03-04,20220304.0
1231,Active,Contract,Zone B,Temporary,2020-03-07,20200307.0
1232,Active,Full-Time,Zone B,Full-Time,2020-03-19,20200319.0
1233,Active,Full-Time,Zone A,Part-Time,2022-07-23,20220723.0
1234,Terminated,Full-Time,Zone A,Temporary,2019-10-18,20191018.0
1235,Active,Full-Time,Zone B,Full-Time,2020-04-14,20200414.0
1236,Terminated,Part-Time,Zone B,Full-Time,2018-11-25,20181125.0
1237,Terminated,Part-Time,Zone A,Part-Time,2021-03-23,20210323.0
1238,Terminated,Part-Time,Zone B,Part-Time,2020-10-27,20201027.0
1239,Terminated,Part-Time,Zone C,Temporary,2022-06-11,20220611.0
1240,Active,Contract,Zone B,Temporary,2020-03-19,20200319.0
1241,Terminated,Contract,Zone B,Full-Time,2019-11-07,20191107.0
1242,Active,Full-Time,Zone C,Part-Time,2023-04-24,20230424.0
1243,Active,Contract,Zone A,Temporary,2020-06-04,20200604.0
1244,Active,Part-Time,Zone A,Full-Time,2022-05-23,20220523.0
1245,Active,Full-Time,Zone B,Temporary,2019-05-17,20190517.0
1246,Terminated,Part-Time,Zone B,Temporary,2018-09-28,20180928.0
1247,Active,Part-Time,Zone C,Part-Time,2019-03-04,20190304.0
1248,Active,Part-Time,Zone B,Full-Time,2021-03-29,20210329.0
1249,Active,Full-Time,Zone A,Part-Time,2019-07-07,20190707.0
1250,Active,Contract,Zone B,Full-Time,2018-09-06,20180906.0
1251,Active,Part-Time,Zone A,Part-Time,2018-09-25,20180925.0
1252,Active,Part-Time,Zone A,Temporary,2022-03-11,20220311.0
1253,Active,Part-Time,Zone A,Part-Time,2020-07-13,20200713.0
1254,Active,Contract,Zone B,Full-Time,2020-06-22,20200622.0
1255,Terminated,Full-Time,Zone A,Temporary,2019-09-30,20190930.0
1256,Active,Contract,Zone A,Temporary,2020-01-08,20200108.0
1257,Active,Full-Time,Zone B,Temporary,2021-10-16,20211016.0
1258,Active,Full-Time,Zone C,Temporary,2022-06-29,20220629.0
1259,Terminated,Full-Time,Zone A,Temporary,2022-05-01,20220501.0
1260,Active,Full-Time,Zone B,Part-Time,2018-08-16,20180816.0
1261,Active,Part-Time,Zone C,Temporary,2019-12-27,20191227.0
1262,Terminated,Part-Time,Zone A,Full-Time,2021-07-01,20210701.0
1263,Active,Full-Time,Zone B,Full-Time,2022-10-20,20221020.0
1264,Active,Full-Time,Zone C,Full-Time,2019-02-15,20190215.0
1265,Terminated,Part-Time,Zone C,Full-Time,2022-01-17,20220117.0
1266,Terminated,Full-Time,Zone A,Full-Time,2021-11-14,20211114.0
1267,Active,Part-Time,Zone C,Full-Time,2020-11-14,20201114.0
1268,Active,Part-Time,Zone A,Part-Time,2023-02-25,20230225.0
1269,Active,Contract,Zone A,Full-Time,2022-08-23,20220823.0
1270,Active,Part-Time,Zone C,Full-Time,2019-05-01,20190501.0
1271,Active,Full-Time,Zone A,Part-Time,2020-04-26,20200426.0
1272,Active,Full-Time,Zone C,Temporary,2021-02-08,20210208.0
1273,Active,Contract,Zone A,Part-Time,2020-10-29,20201029.0
1274,Active,Contract,Zone A,Full-Time,2022-11-22,20221122.0
1275,Active,Full-Time,Zone B,Part-Time,2022-10-11,20221011.0
1276,Active,Full-Time,Zone A,Full-Time,2019-12-28,20191228.0
1277,Active,Full-Time,Zone C,Part-Time,2019-04-11,20190411.0
1278,Active,Full-Time,Zone A,Part-Time,2020-10-26,20201026.0
1279,Terminated,Part-Time,Zone B,Full-Time,2021-07-09,20210709.0
