invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5pct,sales,date,time,payment,cogs,gross_income,rating,day,month,weekday,hour,time_of_day,rfm_date
802-70-5316,Branch A,Cairo,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,1900-01-01 20:34:00,Cash,552.78,27.639,8.3,6,3,Wednesday,20,Evening,2019-03-06
695-51-0018,Branch B,Giza,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,1900-01-01 18:36:00,Cash,139.36,6.968,7.4,10,2,Sunday,18,Evening,2019-02-10
590-83-4591,Branch B,Giza,Member,Female,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,1900-01-01 14:40:00,Credit card,524.7,26.235,8.8,17,2,Sunday,14,Afternoon,2019-02-17
483-71-1164,Branch C,Alexandria,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,1900-01-01 16:43:00,Ewallet,487.8,24.39,5.3,8,3,Friday,16,Afternoon,2019-03-08
597-78-7908,Branch C,Alexandria,Normal,Female,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,1900-01-01 19:39:00,Cash,270.66,13.533,6.2,18,2,Monday,19,Evening,2019-02-18
700-81-1757,Branch A,Cairo,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,1900-01-01 20:59:00,Credit card,131.55,6.5775,8.8,18,1,Friday,20,Evening,2019-01-18
354-39-5160,Branch A,Cairo,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,1900-01-01 15:39:00,Cash,206.52,10.326,9.8,18,2,Monday,15,Afternoon,2019-02-18
241-72-9525,Branch B,Giza,Normal,Female,Sports and travel,51.91,10,25.955,545.055,2019-02-16,1900-01-01 12:21:00,Cash,519.1,25.955,8.2,16,2,Saturday,12,Afternoon,2019-02-16
575-30-8091,Branch A,Cairo,Normal,Female,Sports and travel,72.5,8,29.0,609.0,2019-03-16,1900-01-01 19:25:00,Ewallet,580.0,29.0,9.2,16,3,Saturday,19,Evening,2019-03-16
731-81-9469,Branch C,Alexandria,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,1900-01-01 13:00:00,Credit card,898.0,44.9,5.4,23,1,Wednesday,13,Afternoon,2019-01-23
280-17-4359,Branch C,Alexandria,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,1900-01-01 13:48:00,Cash,905.0,45.25,8.1,25,1,Friday,13,Afternoon,2019-01-25
338-65-2210,Branch C,Alexandria,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,1900-01-01 19:57:00,Cash,686.0,34.3,9.1,5,2,Tuesday,19,Evening,2019-02-05
488-25-4221,Branch C,Alexandria,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,1900-01-01 10:36:00,Credit card,30.41,1.5205,8.4,22,2,Friday,10,Morning,2019-02-22
239-10-7476,Branch A,Cairo,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,1900-01-01 16:37:00,Ewallet,467.7,23.385,8.0,21,1,Monday,16,Afternoon,2019-01-21
458-41-1477,Branch C,Alexandria,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,1900-01-01 17:11:00,Credit card,277.56,13.878,9.5,8,3,Friday,17,Evening,2019-03-08
685-64-1609,Branch A,Cairo,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,1900-01-01 12:28:00,Ewallet,301.4,15.07,9.2,10,2,Sunday,12,Afternoon,2019-02-10
568-90-5112,Branch C,Alexandria,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,1900-01-01 12:46:00,Credit card,264.56,13.228,5.6,19,3,Tuesday,12,Afternoon,2019-03-19
262-47-2794,Branch B,Giza,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,1900-01-01 15:07:00,Credit card,574.88,28.744,6.2,6,3,Wednesday,15,Afternoon,2019-03-06
238-49-0436,Branch A,Cairo,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,1900-01-01 13:48:00,Credit card,259.68,12.984,4.9,27,3,Wednesday,13,Afternoon,2019-03-27
608-96-3517,Branch B,Giza,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,1900-01-01 19:20:00,Credit card,366.16,18.308,4.8,23,3,Saturday,19,Evening,2019-03-23
584-86-7256,Branch C,Alexandria,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,1900-01-01 16:07:00,Credit card,241.92,12.096,7.3,11,3,Monday,16,Afternoon,2019-03-11
746-94-0204,Branch A,Cairo,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,1900-01-01 11:56:00,Credit card,749.16,37.458,7.4,29,1,Tuesday,11,Morning,2019-01-29
214-17-6927,Branch C,Alexandria,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,1900-01-01 18:23:00,Ewallet,98.88,4.944,9.9,7,2,Thursday,18,Evening,2019-02-07
400-89-4171,Branch C,Alexandria,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,1900-01-01 13:05:00,Cash,647.76,32.388,9.3,28,1,Monday,13,Afternoon,2019-01-28
782-95-9291,Branch A,Cairo,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,1900-01-01 15:55:00,Credit card,461.45,23.0725,9.0,20,2,Wednesday,15,Afternoon,2019-02-20
279-74-2924,Branch B,Giza,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,1900-01-01 19:40:00,Cash,72.17,3.6085,6.1,4,1,Friday,19,Evening,2019-01-04
307-85-2293,Branch B,Giza,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,1900-01-01 13:58:00,Ewallet,251.4,12.57,9.7,7,3,Thursday,13,Afternoon,2019-03-07
743-04-1105,Branch B,Giza,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,1900-01-01 14:43:00,Ewallet,874.98,43.749,6.0,30,3,Saturday,14,Afternoon,2019-03-30
423-57-2993,Branch B,Giza,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,1900-01-01 19:18:00,Ewallet,560.34,28.017,10.0,27,3,Wednesday,19,Evening,2019-03-27
894-41-5205,Branch C,Alexandria,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,1900-01-01 19:39:00,Credit card,345.44,17.272,8.3,19,1,Saturday,19,Evening,2019-01-19
275-28-0149,Branch A,Cairo,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,1900-01-01 16:21:00,Cash,63.69,3.1845,6.0,25,2,Monday,16,Afternoon,2019-02-25
101-17-6199,Branch A,Cairo,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,1900-01-01 19:44:00,Credit card,320.53,16.0265,7.0,13,3,Wednesday,19,Evening,2019-03-13
423-80-0988,Branch C,Alexandria,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,1900-01-01 19:42:00,Ewallet,152.8,7.64,6.5,30,1,Wednesday,19,Evening,2019-01-30
548-46-9322,Branch B,Giza,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,1900-01-01 15:24:00,Credit card,399.0,19.95,5.9,20,2,Wednesday,15,Afternoon,2019-02-20
505-02-0892,Branch B,Giza,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,1900-01-01 14:12:00,Ewallet,340.56,17.028,5.6,25,2,Monday,14,Afternoon,2019-02-25
234-65-2137,Branch C,Alexandria,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,1900-01-01 13:32:00,Cash,955.8,47.79,4.8,16,1,Wednesday,13,Afternoon,2019-01-16
687-47-8271,Branch A,Cairo,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,1900-01-01 16:20:00,Credit card,989.8,49.49,8.7,8,2,Friday,16,Afternoon,2019-02-08
796-32-9050,Branch A,Cairo,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,1900-01-01 16:31:00,Cash,307.68,15.384,6.5,19,1,Saturday,16,Afternoon,2019-01-19
105-31-1824,Branch A,Cairo,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,1900-01-01 15:10:00,Credit card,486.64,24.332,8.5,1,2,Friday,15,Afternoon,2019-02-01
249-42-3782,Branch A,Cairo,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,1900-01-01 11:36:00,Ewallet,350.05,17.5025,5.5,3,1,Thursday,11,Morning,2019-01-03
316-55-4634,Branch B,Giza,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,1900-01-01 12:45:00,Credit card,400.25,20.0125,9.4,26,1,Saturday,12,Afternoon,2019-01-26
733-33-4967,Branch C,Alexandria,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,1900-01-01 19:17:00,Cash,166.8,8.34,6.3,3,3,Sunday,19,Evening,2019-03-03
608-27-6295,Branch B,Giza,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,1900-01-01 17:34:00,Credit card,317.34,15.867,9.8,19,1,Saturday,17,Evening,2019-01-19
414-12-7047,Branch B,Giza,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,1900-01-01 12:04:00,Ewallet,158.32,7.916,8.7,18,1,Friday,12,Afternoon,2019-01-18
827-26-2100,Branch A,Cairo,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,1900-01-01 16:21:00,Ewallet,304.56,15.228,8.8,21,3,Thursday,16,Afternoon,2019-03-21
175-54-2529,Branch A,Cairo,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,1900-01-01 17:01:00,Credit card,177.36,8.868,9.6,3,3,Sunday,17,Evening,2019-03-03
139-52-2867,Branch C,Alexandria,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,1900-01-01 10:50:00,Credit card,157.57,7.8785,4.8,13,2,Wednesday,10,Morning,2019-02-13
407-63-8975,Branch A,Cairo,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,1900-01-01 19:16:00,Ewallet,443.28,22.164,4.4,23,3,Saturday,19,Evening,2019-03-23
342-65-4817,Branch C,Alexandria,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,1900-01-01 16:47:00,Ewallet,260.4,13.02,9.9,28,1,Monday,16,Afternoon,2019-01-28
130-98-8941,Branch C,Alexandria,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,1900-01-01 10:00:00,Cash,449.82,22.491,5.7,9,2,Saturday,10,Morning,2019-02-09
434-83-9547,Branch C,Alexandria,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,1900-01-01 11:51:00,Cash,307.76,15.388,7.7,23,1,Wednesday,11,Morning,2019-01-23
851-28-6367,Branch A,Cairo,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,1900-01-01 10:55:00,Ewallet,155.0,7.75,8.0,23,3,Saturday,10,Morning,2019-03-23
824-88-3614,Branch C,Alexandria,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,1900-01-01 15:00:00,Ewallet,274.48,13.724,5.7,25,1,Friday,15,Afternoon,2019-01-25
586-25-0848,Branch A,Cairo,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,1900-01-01 11:19:00,Credit card,86.38,4.319,6.7,4,3,Monday,11,Morning,2019-03-04
895-66-0685,Branch B,Giza,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,1900-01-01 19:46:00,Ewallet,54.24,2.712,8.0,5,3,Tuesday,19,Evening,2019-03-05
305-14-0245,Branch B,Giza,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,1900-01-01 19:00:00,Ewallet,755.92,37.796,7.5,3,3,Sunday,19,Evening,2019-03-03
732-04-5373,Branch B,Giza,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,1900-01-01 10:53:00,Cash,185.88,9.294,7.0,8,2,Friday,10,Morning,2019-02-08
400-60-7251,Branch A,Cairo,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,1900-01-01 12:50:00,Ewallet,74.07,3.7035,9.9,10,2,Sunday,12,Afternoon,2019-02-10
593-65-1552,Branch C,Alexandria,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,1900-01-01 20:50:00,Credit card,279.24,13.962,5.9,28,1,Monday,20,Evening,2019-01-28
284-34-9626,Branch B,Giza,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,1900-01-01 10:39:00,Credit card,231.12,11.556,7.2,11,2,Monday,10,Morning,2019-02-11
437-58-8131,Branch B,Giza,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,1900-01-01 13:41:00,Ewallet,147.04,7.352,4.6,15,1,Tuesday,13,Afternoon,2019-01-15
286-43-6208,Branch C,Alexandria,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,1900-01-01 19:08:00,Cash,790.2,39.51,9.2,16,3,Saturday,19,Evening,2019-03-16
641-43-2399,Branch B,Giza,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,1900-01-01 20:23:00,Ewallet,102.2,5.11,5.7,26,1,Saturday,20,Evening,2019-01-26
831-07-6050,Branch A,Cairo,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,1900-01-01 11:30:00,Credit card,163.55,8.1775,9.9,19,3,Tuesday,11,Morning,2019-03-19
556-86-3144,Branch C,Alexandria,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,1900-01-01 19:30:00,Cash,74.29,3.7145,5.0,13,1,Sunday,19,Evening,2019-01-13
848-24-9445,Branch C,Alexandria,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,1900-01-01 18:03:00,Cash,87.4,4.37,4.9,26,3,Tuesday,18,Evening,2019-03-26
856-22-8149,Branch A,Cairo,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,1900-01-01 10:13:00,Ewallet,25.29,1.2645,6.1,23,3,Saturday,10,Morning,2019-03-23
699-01-4164,Branch C,Alexandria,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,1900-01-01 19:58:00,Credit card,166.0,8.3,8.2,12,3,Tuesday,19,Evening,2019-03-12
420-11-4919,Branch C,Alexandria,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,1900-01-01 19:57:00,Credit card,356.95,17.8475,5.5,17,2,Sunday,19,Evening,2019-02-17
606-80-4905,Branch C,Alexandria,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,1900-01-01 10:01:00,Credit card,114.9,5.745,6.8,29,1,Tuesday,10,Morning,2019-01-29
542-41-0513,Branch B,Giza,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,1900-01-01 11:57:00,Cash,229.96,11.498,6.6,15,3,Friday,11,Morning,2019-03-15
426-39-2418,Branch C,Alexandria,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,1900-01-01 10:02:00,Cash,429.87,21.4935,9.8,14,1,Monday,10,Morning,2019-01-14
875-46-5808,Branch B,Giza,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,1900-01-01 14:51:00,Ewallet,259.0,12.95,8.7,6,2,Wednesday,14,Afternoon,2019-02-06
394-43-4238,Branch B,Giza,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,1900-01-01 12:42:00,Credit card,88.85,4.4425,5.4,15,2,Friday,12,Afternoon,2019-02-15
749-24-1565,Branch A,Cairo,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,1900-01-01 12:02:00,Ewallet,207.27,10.3635,7.9,3,1,Thursday,12,Afternoon,2019-01-03
672-51-8681,Branch C,Alexandria,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,1900-01-01 18:19:00,Credit card,599.85,29.9925,9.7,4,1,Friday,18,Evening,2019-01-04
263-87-5680,Branch C,Alexandria,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,1900-01-01 17:38:00,Ewallet,285.3,14.265,7.8,18,3,Monday,17,Evening,2019-03-18
573-58-9734,Branch B,Giza,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,1900-01-01 13:41:00,Ewallet,91.11,4.5555,5.1,28,3,Thursday,13,Afternoon,2019-03-28
817-69-8206,Branch B,Giza,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,1900-01-01 19:42:00,Credit card,897.57,44.8785,6.5,2,3,Saturday,19,Evening,2019-03-02
888-02-0338,Branch A,Cairo,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,1900-01-01 20:24:00,Ewallet,236.07,11.8035,5.9,25,1,Friday,20,Evening,2019-01-25
677-11-0152,Branch C,Alexandria,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,1900-01-01 18:08:00,Cash,839.34,41.967,8.8,16,1,Wednesday,18,Evening,2019-01-16
142-63-6033,Branch B,Giza,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,1900-01-01 19:17:00,Ewallet,461.8,23.09,4.9,20,3,Wednesday,19,Evening,2019-03-20
656-16-1063,Branch B,Giza,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,1900-01-01 13:24:00,Credit card,139.26,6.963,4.4,4,1,Friday,13,Afternoon,2019-01-04
891-58-8335,Branch B,Giza,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,1900-01-01 15:53:00,Cash,207.27,10.3635,6.5,11,3,Monday,15,Afternoon,2019-03-11
802-43-8934,Branch A,Cairo,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,1900-01-01 15:05:00,Credit card,18.28,0.914,8.3,22,3,Friday,15,Afternoon,2019-03-22
560-30-5617,Branch B,Giza,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,1900-01-01 18:27:00,Cash,123.85,6.1925,8.5,24,3,Sunday,18,Evening,2019-03-24
319-74-2561,Branch A,Cairo,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,1900-01-01 16:55:00,Cash,283.92,14.196,5.5,21,2,Thursday,16,Afternoon,2019-02-21
549-03-9315,Branch B,Giza,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,1900-01-01 12:58:00,Ewallet,758.96,37.948,8.7,12,2,Tuesday,12,Afternoon,2019-02-12
790-29-1172,Branch B,Giza,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,1900-01-01 18:59:00,Credit card,172.02,8.601,7.9,10,3,Sunday,18,Evening,2019-03-10
239-36-3640,Branch B,Giza,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,1900-01-01 13:44:00,Ewallet,272.1,13.605,6.1,31,1,Thursday,13,Afternoon,2019-01-31
468-01-2051,Branch B,Giza,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,1900-01-01 13:46:00,Ewallet,434.56,21.728,5.4,6,3,Wednesday,13,Afternoon,2019-03-06
389-25-3394,Branch C,Alexandria,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,1900-01-01 18:06:00,Cash,59.05,2.9525,9.4,17,2,Sunday,18,Evening,2019-02-17
279-62-1445,Branch C,Alexandria,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,1900-01-01 12:38:00,Cash,12.54,0.627,8.2,21,2,Thursday,12,Afternoon,2019-02-21
213-72-6612,Branch A,Cairo,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,1900-01-01 15:56:00,Cash,86.5,4.325,6.2,20,3,Wednesday,15,Afternoon,2019-03-20
746-68-6593,Branch C,Alexandria,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,1900-01-01 14:29:00,Credit card,174.32,8.716,9.7,11,1,Friday,14,Afternoon,2019-01-11
836-82-5858,Branch B,Giza,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,1900-01-01 19:14:00,Ewallet,624.33,31.2165,4.0,26,1,Saturday,19,Evening,2019-01-26
583-72-1480,Branch C,Alexandria,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,1900-01-01 16:24:00,Ewallet,148.24,7.412,9.7,31,1,Thursday,16,Afternoon,2019-01-31
466-61-5506,Branch B,Giza,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,1900-01-01 10:52:00,Cash,544.2,27.21,5.3,26,2,Tuesday,10,Morning,2019-02-26
721-86-6247,Branch A,Cairo,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,1900-01-01 12:55:00,Ewallet,507.36,25.368,7.4,11,3,Monday,12,Afternoon,2019-03-11
289-65-5721,Branch B,Giza,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,1900-01-01 19:28:00,Cash,162.74,8.137,6.5,26,1,Saturday,19,Evening,2019-01-26
545-46-3100,Branch B,Giza,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,1900-01-01 13:52:00,Credit card,31.77,1.5885,8.7,12,3,Tuesday,13,Afternoon,2019-03-12
418-02-5978,Branch B,Giza,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,1900-01-01 10:54:00,Cash,756.81,37.8405,8.0,11,2,Monday,10,Morning,2019-02-11
269-04-5750,Branch B,Giza,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,1900-01-01 18:31:00,Cash,295.28,14.764,6.7,21,2,Thursday,18,Evening,2019-02-21
157-13-5295,Branch A,Cairo,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,1900-01-01 18:24:00,Ewallet,519.4,25.97,6.5,9,3,Saturday,18,Evening,2019-03-09
645-78-8093,Branch A,Cairo,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,1900-01-01 18:09:00,Ewallet,186.28,9.314,4.1,20,1,Sunday,18,Evening,2019-01-20
211-30-9270,Branch C,Alexandria,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,1900-01-01 15:16:00,Credit card,87.05,4.3525,4.9,28,1,Monday,15,Afternoon,2019-01-28
755-12-3214,Branch C,Alexandria,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,1900-01-01 17:07:00,Credit card,221.1,11.055,8.6,5,3,Tuesday,17,Evening,2019-03-05
346-84-3103,Branch B,Giza,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,1900-01-01 19:26:00,Cash,66.1,3.305,4.3,2,3,Saturday,19,Evening,2019-03-02
478-06-7835,Branch A,Cairo,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,1900-01-01 11:20:00,Ewallet,89.69,4.4845,4.9,11,1,Friday,11,Morning,2019-01-11
540-11-4336,Branch A,Cairo,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,1900-01-01 16:49:00,Credit card,224.46,11.223,5.6,11,1,Friday,16,Afternoon,2019-01-11
448-81-5016,Branch A,Cairo,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,1900-01-01 12:01:00,Credit card,119.54,5.977,5.8,11,3,Monday,12,Afternoon,2019-03-11
142-72-4741,Branch C,Alexandria,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,1900-01-01 18:37:00,Credit card,186.4,9.32,6.0,28,2,Thursday,18,Evening,2019-02-28
217-58-1179,Branch A,Cairo,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,1900-01-01 11:25:00,Cash,250.6,12.53,4.2,5,1,Saturday,11,Morning,2019-01-05
376-02-8238,Branch B,Giza,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,1900-01-01 18:42:00,Credit card,750.96,37.548,8.3,2,2,Saturday,18,Evening,2019-02-02
530-90-9855,Branch A,Cairo,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,1900-01-01 14:47:00,Cash,380.72,19.036,5.7,1,1,Tuesday,14,Afternoon,2019-01-01
866-05-7563,Branch B,Giza,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,1900-01-01 19:43:00,Cash,244.2,12.21,4.8,9,2,Saturday,19,Evening,2019-02-09
604-70-6476,Branch A,Cairo,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,1900-01-01 14:04:00,Ewallet,89.7,4.485,6.8,23,1,Wednesday,14,Afternoon,2019-01-23
799-71-1548,Branch A,Cairo,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,1900-01-01 16:11:00,Credit card,310.88,15.544,8.8,7,1,Monday,16,Afternoon,2019-01-07
785-13-7708,Branch B,Giza,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,1900-01-01 19:06:00,Credit card,511.42,25.571,4.2,14,1,Monday,19,Evening,2019-01-14
845-51-0542,Branch B,Giza,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,1900-01-01 15:34:00,Ewallet,418.95,20.9475,6.4,2,2,Saturday,15,Afternoon,2019-02-02
662-47-5456,Branch C,Alexandria,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,1900-01-01 19:06:00,Credit card,351.9,17.595,8.4,17,3,Sunday,19,Evening,2019-03-17
883-17-4236,Branch C,Alexandria,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,1900-01-01 19:44:00,Credit card,28.78,1.439,7.2,2,3,Saturday,19,Evening,2019-03-02
290-68-2984,Branch A,Cairo,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,1900-01-01 11:22:00,Cash,95.0,4.75,5.2,16,3,Saturday,11,Morning,2019-03-16
704-11-6354,Branch A,Cairo,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,1900-01-01 11:23:00,Cash,471.2,23.56,8.9,6,1,Sunday,11,Morning,2019-01-06
110-48-7033,Branch B,Giza,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,1900-01-01 14:12:00,Cash,130.48,6.524,9.0,29,1,Tuesday,14,Afternoon,2019-01-29
366-93-0948,Branch A,Cairo,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,1900-01-01 10:46:00,Credit card,66.35,3.3175,9.7,31,1,Thursday,10,Morning,2019-01-31
729-09-9681,Branch A,Cairo,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,1900-01-01 10:16:00,Ewallet,155.46,7.773,8.7,5,2,Tuesday,10,Morning,2019-02-05
151-16-1484,Branch A,Cairo,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,1900-01-01 12:38:00,Ewallet,129.0,6.45,6.5,13,2,Wednesday,12,Afternoon,2019-02-13
380-94-4661,Branch C,Alexandria,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,1900-01-01 13:05:00,Credit card,263.76,13.188,6.9,7,2,Thursday,13,Afternoon,2019-02-07
850-41-9669,Branch A,Cairo,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,1900-01-01 13:25:00,Ewallet,675.54,33.777,6.2,19,3,Tuesday,13,Afternoon,2019-03-19
821-07-3596,Branch C,Alexandria,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,1900-01-01 14:53:00,Ewallet,65.8,3.29,5.6,7,3,Thursday,14,Afternoon,2019-03-07
