invoice_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
523-38-0215,24,1,38.85,3,3,1,331,loyal
525-09-8450,58,1,757.365,2,3,4,234,others
525-88-7307,58,1,79.611,2,3,1,231,low_value
526-86-8552,82,1,229.11,1,3,2,132,low_value
527-09-6272,9,1,149.3625,4,3,2,432,loyal
528-14-9470,44,1,95.865,3,3,1,331,loyal
528-87-5606,46,1,41.454,2,3,1,231,low_value
529-56-3974,21,1,107.142,4,3,1,431,loyal
530-90-9855,88,1,399.756,1,3,3,133,others
531-56-4728,47,1,252.252,2,3,2,232,low_value
531-80-1784,2,1,191.247,4,3,2,432,loyal
532-59-7201,58,1,503.559,2,3,4,234,others
533-33-5337,51,1,833.595,2,3,4,234,others
533-66-5566,77,1,375.3645,1,3,3,133,others
534-01-4457,62,1,514.773,2,3,4,234,others
534-53-3526,47,1,397.992,2,3,3,233,others
537-72-0426,10,1,745.395,4,3,4,434,loyal
538-22-0304,6,1,681.975,4,3,4,434,loyal
539-21-7227,63,1,270.585,2,3,3,233,others
540-11-4336,78,1,235.683,1,3,2,132,low_value
541-08-3113,56,1,554.148,2,3,4,234,others
541-48-8554,82,1,575.9775,1,3,4,134,others
541-89-9860,43,1,253.512,3,3,2,332,loyal
542-41-0513,15,1,241.458,4,3,2,432,loyal
544-32-5024,2,1,209.118,4,3,2,432,loyal
544-55-9589,61,1,225.015,2,3,2,232,low_value
545-07-8534,44,1,122.472,3,3,1,331,loyal
545-46-3100,18,1,33.3585,4,3,1,431,loyal
546-80-2899,38,1,79.149,3,3,1,331,loyal
548-46-9322,38,1,418.95,3,3,3,333,loyal
548-48-3156,11,1,175.014,4,3,2,432,loyal
549-03-9315,46,1,796.908,2,3,4,234,others
549-23-9016,45,1,31.227,3,3,1,331,loyal
549-59-1358,28,1,279.1845,3,3,3,333,loyal
549-84-7482,50,1,853.146,2,3,4,234,others
549-96-4200,22,1,71.568,4,3,1,431,loyal
550-84-8664,8,1,451.0275,4,3,3,433,loyal
551-21-3069,57,1,218.0115,2,3,2,232,low_value
552-44-5977,86,1,520.8,1,3,4,134,others
554-42-2417,80,1,1002.12,1,3,4,134,others
554-53-3790,8,1,233.226,4,3,2,432,loyal
554-53-8700,56,1,117.831,2,3,1,231,low_value
556-41-6224,43,1,282.576,3,3,3,333,loyal
556-72-8512,59,1,24.108,2,3,1,231,low_value
556-86-3144,76,1,78.0045,1,3,1,131,low_value
556-97-7101,88,1,132.762,1,3,2,132,low_value
558-60-5016,26,1,314.685,3,3,3,333,loyal
558-80-4082,16,1,204.6975,4,3,2,432,loyal
559-61-5987,75,1,18.6375,1,3,1,131,low_value
559-98-9873,48,1,394.3275,2,3,3,233,others
560-30-5617,6,1,130.0425,4,3,2,432,loyal
560-49-6611,51,1,47.859,2,3,1,231,low_value
562-12-5430,71,1,277.6725,1,3,3,133,others
563-36-9814,45,1,80.661,3,3,1,331,loyal
563-47-4072,67,1,351.603,1,3,3,133,others
563-91-7120,22,1,324.2925,4,3,3,433,loyal
565-17-3836,18,1,200.214,4,3,2,432,loyal
565-67-6697,28,1,255.15,3,3,3,333,loyal
565-80-5980,66,1,198.996,1,3,2,132,low_value
565-91-4567,15,1,90.3,4,3,1,431,loyal
566-19-5475,82,1,352.5795,1,3,3,133,others
566-71-1091,55,1,404.355,2,3,3,233,others
568-88-3448,27,1,26.25,3,3,1,331,loyal
568-90-5112,11,1,277.788,4,3,3,433,loyal
569-71-4390,64,1,45.927,2,3,1,231,low_value
569-76-2760,60,1,92.442,2,3,1,231,low_value
571-94-0759,81,1,783.3,1,3,4,134,others
573-10-3877,18,1,40.9605,4,3,1,431,loyal
573-58-9734,2,1,95.6655,4,3,1,431,loyal
573-98-8548,84,1,33.495,1,3,1,131,low_value
574-22-5561,11,1,867.615,4,3,4,434,loyal
574-31-8277,10,1,35.3115,4,3,1,431,loyal
574-57-9721,22,1,90.867,4,3,1,431,loyal
574-80-1489,33,1,263.97,3,3,3,333,loyal
575-30-8091,14,1,609.0,4,3,4,434,loyal
575-67-1508,60,1,40.53,2,3,1,231,low_value
576-31-4774,28,1,231.2415,3,3,2,332,loyal
577-34-7579,79,1,477.1305,1,3,4,134,others
578-80-7669,14,1,78.7185,4,3,1,431,loyal
582-52-8065,36,1,513.2295,3,3,4,334,loyal
583-41-4548,51,1,122.5245,2,3,1,231,low_value
583-72-1480,58,1,155.652,2,3,2,232,low_value
584-66-4073,17,1,59.325,4,3,1,431,loyal
584-86-7256,19,1,254.016,4,3,3,433,loyal
585-03-5943,17,1,190.155,4,3,2,432,loyal
585-11-6748,15,1,304.92,4,3,3,433,loyal
585-86-8361,55,1,143.22,2,3,2,232,low_value
585-90-0249,62,1,76.923,2,3,1,231,low_value
586-25-0848,26,1,90.699,3,3,1,331,loyal
587-03-7455,42,1,718.7565,3,3,4,334,loyal
587-73-4862,4,1,56.1225,4,3,1,431,loyal
588-01-7461,6,1,321.111,4,3,3,433,loyal
588-47-8641,75,1,588.42,1,3,4,134,others
589-02-8023,74,1,175.917,1,3,2,132,low_value
590-83-4591,41,1,550.935,3,3,4,334,loyal
592-34-6155,75,1,133.434,1,3,2,132,low_value
592-46-1692,78,1,270.2595,1,3,3,133,others
593-08-5916,11,1,16.275,4,3,1,431,loyal
593-14-4239,25,1,801.864,3,3,4,334,loyal
593-65-1552,61,1,293.202,2,3,3,233,others
593-95-4461,6,1,78.603,4,3,1,431,loyal
594-34-4444,22,1,102.018,4,3,1,431,loyal
595-11-5460,15,1,202.818,4,3,2,432,loyal
595-27-4851,62,1,398.958,2,3,3,233,others
595-86-2894,52,1,407.316,2,3,3,233,others
595-94-9924,4,1,145.5825,4,3,2,432,loyal
596-42-3999,20,1,133.917,4,3,2,432,loyal
597-78-7908,40,1,284.193,3,3,3,333,loyal
598-06-7312,42,1,95.9175,3,3,1,331,loyal
598-47-9715,23,1,353.094,3,3,3,333,loyal
600-38-9738,72,1,377.58,1,3,3,133,others
602-16-6955,65,1,804.3,2,3,4,234,others
602-80-9671,49,1,100.485,2,3,1,231,low_value
603-07-0961,79,1,392.6475,1,3,3,133,others
604-70-6476,66,1,94.185,1,3,1,131,low_value
605-03-2706,5,1,49.77,4,3,1,431,loyal
605-72-4132,31,1,793.548,3,3,4,334,loyal
605-83-1050,15,1,57.078,4,3,1,431,loyal
606-80-4905,60,1,120.645,2,3,1,231,low_value
607-65-2441,20,1,860.475,4,3,4,434,loyal
607-76-6216,28,1,485.5725,3,3,4,334,loyal
608-04-3797,25,1,212.688,3,3,2,332,loyal
608-05-3804,33,1,41.7375,3,3,1,331,loyal
608-27-6295,70,1,333.207,1,3,3,133,others
608-96-3517,7,1,384.468,4,3,3,433,loyal
609-81-8548,52,1,235.872,2,3,2,232,low_value
610-46-4100,27,1,212.7825,3,3,2,332,loyal
612-36-5536,41,1,680.064,3,3,4,334,loyal
613-59-9758,62,1,150.78,2,3,2,232,low_value
616-24-2851,8,1,75.054,4,3,1,431,loyal
616-87-0016,21,1,702.219,4,3,4,434,loyal
617-15-4209,14,1,32.277,4,3,1,431,loyal
618-34-8551,73,1,195.678,1,3,2,132,low_value
620-02-2046,62,1,145.74,2,3,2,232,low_value
622-20-1945,71,1,41.391,1,3,1,131,low_value
624-01-8356,62,1,514.605,2,3,4,234,others
626-43-7888,51,1,507.444,2,3,4,234,others
627-95-3243,54,1,734.076,2,3,4,234,others
628-34-3388,84,1,172.494,1,3,2,132,low_value
628-90-8624,16,1,867.09,4,3,4,434,loyal
629-42-4133,39,1,183.12,3,3,2,332,loyal
630-74-5166,8,1,391.419,4,3,3,433,loyal
631-34-1880,81,1,76.5765,1,3,1,131,low_value
631-41-3108,27,1,340.5255,3,3,3,333,loyal
632-32-4574,10,1,637.728,4,3,4,434,loyal
632-90-0281,22,1,394.275,4,3,3,433,loyal
633-09-3463,2,1,150.0975,4,3,2,432,loyal
633-44-8566,3,1,362.943,4,3,3,433,loyal
633-91-1052,62,1,25.263,2,3,1,231,low_value
634-97-8956,41,1,103.635,3,3,1,331,loyal
635-28-5728,30,1,176.4,3,3,2,332,loyal
635-40-6220,51,1,752.64,2,3,4,234,others
636-17-0325,33,1,262.794,3,3,3,333,loyal
636-48-8204,41,1,181.44,3,3,2,332,loyal
636-98-3364,28,1,82.719,3,3,1,331,loyal
638-60-7125,44,1,836.304,3,3,4,334,loyal
639-76-1242,55,1,212.73,2,3,2,232,low_value
640-48-5028,28,1,835.2855,3,3,4,334,loyal
640-49-2076,79,1,703.752,1,3,4,134,others
641-43-2399,63,1,107.31,2,3,1,231,low_value
641-51-2661,46,1,914.55,2,3,4,234,others
641-62-7288,6,1,629.496,4,3,4,434,loyal
641-96-3695,51,1,273.798,2,3,3,233,others
642-30-6693,13,1,343.413,4,3,3,433,loyal
642-32-2990,56,1,115.08,2,3,1,231,low_value
642-61-4706,0,1,196.14,4,3,2,432,loyal
643-38-7867,23,1,102.837,3,3,1,331,loyal
645-44-1170,70,1,548.7615,1,3,4,134,others
645-78-8093,69,1,195.594,1,3,2,132,low_value
647-50-1224,77,1,308.91,1,3,3,133,others
648-83-1321,73,1,667.38,1,3,4,134,others
648-94-3045,51,1,618.975,2,3,4,234,others
649-11-3678,32,1,216.6885,3,3,2,332,loyal
649-29-6775,50,1,35.196,2,3,1,231,low_value
650-98-6268,10,1,65.7405,4,3,1,431,loyal
651-61-0874,18,1,194.124,4,3,2,432,loyal
651-88-7328,88,1,621.243,1,3,4,134,others
651-96-5970,27,1,48.7305,3,3,1,331,loyal
652-43-6591,21,1,817.236,4,3,4,434,loyal
652-49-6720,40,1,63.9975,3,3,1,331,loyal
655-07-2265,25,1,246.6765,3,3,2,332,loyal
655-85-5130,17,1,160.86,4,3,2,432,loyal
656-16-1063,85,1,146.223,1,3,2,132,low_value
656-95-9349,19,1,506.6355,4,3,4,434,loyal
658-66-3967,75,1,390.9465,1,3,3,133,others
659-36-1684,77,1,419.832,1,3,3,133,others
659-65-8956,73,1,53.928,1,3,1,131,low_value
660-29-7083,74,1,586.635,1,3,4,134,others
662-47-5456,13,1,369.495,4,3,3,433,loyal
662-72-2873,83,1,214.935,1,3,2,132,low_value
663-86-9076,81,1,575.736,1,3,4,134,others
664-14-2882,59,1,55.2825,2,3,1,231,low_value
665-32-9167,79,1,76.146,1,3,1,131,low_value
665-63-9737,31,1,165.123,3,3,2,332,loyal
667-23-5919,75,1,507.675,1,3,4,134,others
667-92-0055,26,1,628.929,3,3,4,334,loyal
668-90-8900,20,1,688.6215,4,3,4,434,loyal
669-54-1719,48,1,119.259,2,3,1,231,low_value
670-71-7306,87,1,281.169,1,3,3,133,others
670-79-6321,72,1,695.2365,1,3,4,134,others
672-51-8681,85,1,629.8425,1,3,4,134,others
674-15-9296,81,1,194.985,1,3,2,132,low_value
674-56-6360,8,1,99.9075,4,3,1,431,loyal
676-10-2200,55,1,56.469,2,3,1,231,low_value
676-39-6028,0,1,338.31,4,3,3,433,loyal
677-11-0152,73,1,881.307,1,3,4,134,others
678-79-0726,71,1,856.4535,1,3,4,134,others
679-22-6530,72,1,85.302,1,3,1,131,low_value
685-64-1609,48,1,316.47,2,3,3,233,others
686-41-0932,17,1,72.87,4,3,1,431,loyal
687-15-1097,86,1,44.352,1,3,1,131,low_value
687-47-8271,50,1,1039.29,2,3,4,234,others
689-05-1884,26,1,510.615,3,3,4,334,loyal
689-16-9784,19,1,294.651,4,3,3,433,loyal
690-01-6631,36,1,183.645,3,3,2,332,loyal
692-27-8933,34,1,365.085,3,3,3,333,loyal
692-92-5582,38,1,172.746,3,3,2,332,loyal
695-09-5146,35,1,311.1885,3,3,3,333,loyal
695-28-6250,54,1,226.065,2,3,2,232,low_value
695-51-0018,48,1,146.328,2,3,2,232,low_value
696-90-2548,20,1,81.396,4,3,1,431,loyal
698-98-5964,72,1,852.705,1,3,4,134,others
699-01-4164,18,1,174.3,4,3,2,432,loyal
699-14-3026,5,1,627.6165,4,3,4,434,loyal
699-88-1972,61,1,832.944,2,3,4,234,others
700-81-1757,71,1,138.1275,1,3,2,132,low_value
701-23-5550,11,1,163.002,4,3,2,432,loyal
701-69-8742,14,1,360.885,4,3,3,433,loyal
702-72-0487,32,1,97.881,3,3,1,331,loyal
702-83-5291,3,1,943.299,4,3,4,434,loyal
704-10-4056,75,1,190.4805,1,3,2,132,low_value
704-11-6354,83,1,494.76,1,3,4,134,others
704-20-4138,19,1,218.0745,4,3,2,432,loyal
704-48-3927,77,1,931.035,1,3,4,134,others
706-36-6154,71,1,182.952,1,3,2,132,low_value
707-32-7409,32,1,401.268,3,3,3,333,loyal
709-58-4068,30,1,431.445,3,3,3,333,loyal
710-46-4433,43,1,731.43,3,3,4,334,loyal
711-31-1234,14,1,401.688,4,3,3,433,loyal
712-39-0363,87,1,262.458,1,3,3,133,others
714-02-3114,37,1,207.48,3,4,2,342,loyal
715-20-1673,24,1,148.995,3,4,2,342,loyal
716-39-1409,11,1,223.0725,4,4,2,442,champion
717-96-4189,56,1,223.587,2,4,2,242,low_value
718-57-9773,55,1,517.965,2,4,4,244,others
719-76-3868,18,1,395.892,4,4,3,443,champion
719-89-8991,33,1,479.9025,3,4,4,344,loyal
720-72-2436,28,1,279.384,3,4,3,343,loyal
721-86-6247,19,1,532.728,4,4,4,444,champion
722-13-2115,16,1,44.9925,4,4,1,441,champion
725-32-9708,85,1,288.582,1,4,3,143,others
725-54-0677,28,1,629.16,3,4,4,344,loyal
725-56-0833,38,1,339.36,3,4,3,343,loyal
725-67-2480,6,1,370.125,4,4,3,443,champion
725-96-3778,69,1,749.7,1,4,4,144,others
726-27-2396,65,1,406.875,2,4,3,243,others
726-29-6793,61,1,203.112,2,4,2,242,low_value
727-02-1313,49,1,33.432,2,4,1,241,low_value
727-17-0390,14,1,333.9525,4,4,3,443,champion
727-46-3608,52,1,189.0945,2,4,2,242,low_value
727-75-6477,1,1,121.128,4,4,1,441,champion
728-47-9078,70,1,250.278,1,4,2,142,low_value
728-88-7867,11,1,317.226,4,4,3,443,champion
729-06-2010,83,1,760.4415,1,4,4,144,others
729-09-9681,53,1,163.233,2,4,2,242,low_value
729-46-7422,35,1,37.6845,3,4,1,341,loyal
730-50-9884,25,1,610.491,3,4,4,344,loyal
730-61-8757,64,1,214.746,2,4,2,242,low_value
730-70-9830,16,1,441.693,4,4,3,443,champion
731-14-2199,85,1,373.17,1,4,3,143,others
731-59-7531,0,1,609.588,4,4,4,444,champion
731-81-9469,66,1,942.9,1,4,4,144,others
732-04-5373,50,1,195.174,2,4,2,242,low_value
732-67-5346,78,1,72.3975,1,4,1,141,low_value
732-94-0499,76,1,437.325,1,4,3,143,others
733-01-9107,25,1,521.01,3,4,4,344,loyal
733-29-1227,7,1,408.7335,4,4,3,443,champion
733-33-4967,27,1,175.14,3,4,2,342,loyal
734-91-1155,4,1,143.9865,4,4,2,442,champion
735-06-4124,33,1,51.0405,3,4,1,341,loyal
735-32-9839,58,1,829.08,2,4,4,244,others
737-88-5876,11,1,97.818,4,4,1,441,champion
740-11-5257,34,1,259.77,3,4,3,343,loyal
740-22-2500,66,1,264.7575,1,4,3,143,others
741-73-3559,31,1,353.1675,3,4,3,343,loyal
742-04-5161,55,1,764.19,2,4,4,244,others
743-04-1105,0,1,918.729,4,4,4,444,champion
743-88-1662,36,1,701.8515,3,4,4,344,loyal
744-02-5987,79,1,493.794,1,4,4,144,others
744-09-5786,87,1,138.663,1,4,2,142,low_value
744-16-7898,74,1,1022.385,1,4,4,144,others
744-82-9138,51,1,180.873,2,4,2,242,low_value
745-71-3520,54,1,185.367,2,4,2,242,low_value
745-74-0715,20,1,121.863,4,4,1,441,champion
746-04-1077,88,1,888.615,1,4,4,144,others
746-19-0921,49,1,22.659,2,4,1,241,low_value
746-54-5508,72,1,135.576,1,4,2,142,low_value
746-68-6593,78,1,183.036,1,4,2,142,low_value
746-94-0204,60,1,786.618,2,4,4,244,others
747-58-7183,49,1,180.4005,2,4,2,242,low_value
748-45-2862,23,1,118.902,3,4,1,341,loyal
749-24-1565,86,1,217.6335,1,4,2,142,low_value
749-81-8133,19,1,397.614,4,4,3,443,champion
750-57-9686,81,1,190.596,1,4,2,142,low_value
750-67-8428,84,1,548.9715,1,4,4,144,others
751-15-6198,77,1,144.963,1,4,2,142,low_value
751-41-9720,77,1,1023.75,1,4,4,144,others
751-69-0068,11,1,937.818,4,4,4,444,champion
752-23-3760,39,1,470.988,3,4,3,343,loyal
755-12-3214,25,1,232.155,3,4,2,342,loyal
756-01-7507,67,1,106.995,1,4,1,141,low_value
756-49-0168,50,1,20.685,2,4,1,241,low_value
756-93-1854,56,1,175.035,2,4,2,242,low_value
759-29-9521,26,1,462.672,3,4,3,343,loyal
759-98-4285,31,1,631.1445,3,4,4,344,loyal
760-27-5490,69,1,131.208,1,4,2,142,low_value
760-53-9233,4,1,130.032,4,4,2,442,champion
760-54-1821,15,1,128.4255,4,4,2,442,champion
760-90-2357,10,1,469.413,4,4,3,443,champion
761-49-0439,70,1,101.64,1,4,1,141,low_value
764-44-8999,40,1,30.996,3,4,1,341,loyal
765-26-6951,88,1,457.443,1,4,3,143,others
766-85-7061,1,1,922.635,4,4,4,444,champion
767-05-1286,66,1,527.751,1,4,4,144,others
767-54-1907,45,1,155.19,3,4,2,342,loyal
767-97-4650,81,1,136.143,1,4,2,142,low_value
770-42-8960,88,1,177.408,1,4,2,142,low_value
775-72-1988,65,1,384.72,2,4,3,243,others
776-68-1096,12,1,138.978,4,4,2,442,champion
777-67-2495,36,1,217.2555,3,4,2,342,loyal
777-82-7220,27,1,253.008,3,4,2,342,loyal
778-34-2523,65,1,408.408,2,4,3,243,others
778-71-5554,64,1,16.2015,2,4,1,241,low_value
778-89-7974,0,1,442.323,4,4,3,443,champion
779-06-0012,70,1,93.0405,1,4,1,141,low_value
779-42-2410,38,1,181.881,3,4,2,342,loyal
781-84-8059,71,1,446.439,1,4,3,143,others
782-95-9291,38,1,484.5225,3,4,4,344,loyal
783-09-1637,24,1,354.0075,3,4,3,343,loyal
784-08-0310,76,1,88.368,1,4,1,141,low_value
784-21-9238,51,1,10.6785,2,4,1,241,low_value
785-13-7708,75,1,536.991,1,4,4,144,others
785-96-0615,41,1,300.216,3,4,3,343,loyal
786-94-2700,30,1,507.906,3,4,4,344,loyal
787-15-1757,40,1,185.094,3,4,2,342,loyal
787-56-0757,35,1,337.512,3,4,3,343,loyal
787-87-2010,69,1,233.1,1,4,2,142,low_value
788-07-8452,62,1,178.164,2,4,2,242,low_value
788-21-5741,41,1,142.947,3,4,2,342,loyal
789-23-8625,65,1,293.643,2,4,3,243,others
790-29-1172,20,1,180.621,4,4,2,442,champion
790-38-4466,66,1,57.6975,1,4,1,141,low_value
793-10-3222,25,1,258.678,3,4,3,343,loyal
794-32-2436,3,1,116.907,4,4,1,441,champion
794-42-3736,63,1,69.993,2,4,1,241,low_value
795-49-7276,7,1,156.03,4,4,2,442,champion
796-12-2025,47,1,652.26,2,4,4,244,others
796-32-9050,70,1,323.064,1,4,3,143,others
797-88-0493,4,1,269.934,4,4,3,443,champion
799-71-1548,82,1,326.424,1,4,3,143,others
800-09-8606,60,1,458.6925,2,4,3,243,others
801-88-0346,84,1,239.589,1,4,2,142,low_value
802-43-8934,8,1,19.194,4,4,1,441,champion
802-70-5316,24,1,580.419,3,4,4,344,loyal
803-17-8013,41,1,745.836,3,4,4,344,loyal
803-83-5989,34,1,351.099,3,4,3,343,loyal
804-38-3935,59,1,295.407,2,4,3,243,others
805-86-0265,10,1,887.922,4,4,4,444,champion
807-14-7833,36,1,182.91,3,4,2,342,loyal
807-34-3742,4,1,54.999,4,4,1,441,champion
808-65-0703,16,1,148.974,4,4,2,442,champion
809-46-1866,66,1,244.23,1,4,2,142,low_value
809-69-9497,70,1,479.64,1,4,4,144,others
810-60-6344,51,1,343.224,2,4,3,243,others
811-03-8790,29,1,477.54,3,4,4,344,loyal
811-35-1094,52,1,317.835,2,4,3,243,others
815-04-6282,50,1,341.0925,2,4,3,243,others
815-11-1168,21,1,523.845,4,4,4,444,champion
816-57-2053,21,1,127.827,4,4,2,442,champion
816-72-8853,60,1,146.6325,2,4,2,242,low_value
817-48-8732,69,1,759.675,1,4,4,144,others
817-69-8206,28,1,942.4485,3,4,4,344,loyal
821-07-3596,23,1,69.09,3,4,1,341,loyal
821-14-9046,71,1,110.124,1,4,1,141,low_value
824-88-3614,64,1,288.204,2,4,3,243,others
825-94-5922,28,1,53.151,3,4,1,341,loyal
826-58-8051,83,1,261.198,1,4,3,143,others
827-26-2100,9,1,319.788,4,4,3,443,champion
827-44-5872,51,1,570.78,2,4,4,244,others
827-77-7633,41,1,926.9505,3,4,4,344,loyal
828-46-6863,66,1,620.739,1,4,4,144,others
828-61-5674,10,1,462.21,4,4,3,443,champion
829-34-3910,1,1,749.49,4,4,4,444,champion
829-49-1914,25,1,822.255,3,4,4,344,loyal
830-58-2383,50,1,133.35,2,4,2,242,low_value
831-07-6050,11,1,171.7275,4,4,2,442,champion
831-64-0259,36,1,208.6875,3,4,2,342,loyal
831-81-6575,35,1,714.3255,3,4,4,344,loyal
832-51-6761,70,1,284.592,1,4,3,143,others
834-25-9262,83,1,343.056,1,4,3,143,others
834-45-5519,58,1,180.6,2,4,2,242,low_value
834-61-8124,63,1,379.9215,2,4,3,243,others
834-83-1826,33,1,430.71,3,4,3,343,loyal
835-16-0096,6,1,77.175,4,4,1,441,champion
836-82-5858,63,1,655.5465,2,4,4,244,others
837-55-7229,36,1,49.812,3,4,1,341,loyal
838-02-1821,36,1,26.733,3,4,1,341,loyal
838-78-4295,48,1,70.287,2,4,1,241,low_value
840-19-2096,16,1,461.5275,4,4,3,443,champion
840-76-5966,81,1,26.796,1,4,1,141,low_value
841-18-8232,84,1,74.76,1,4,1,141,low_value
841-35-6630,21,1,478.233,4,4,4,444,champion
842-29-4695,73,1,125.979,1,4,2,142,low_value
842-40-8179,47,1,810.6,2,4,4,244,others
843-01-4703,84,1,334.341,1,4,3,143,others
843-73-4724,64,1,77.805,2,4,1,241,low_value
845-51-0542,56,1,439.8975,2,4,3,243,others
845-94-6841,81,1,688.716,1,4,4,144,others
846-10-0341,83,1,312.8895,1,4,3,143,others
847-38-7188,63,1,304.542,2,4,3,243,others
848-07-1692,77,1,120.162,1,4,1,141,low_value
848-24-9445,4,1,91.77,4,4,1,441,champion
848-42-2560,25,1,172.011,3,4,2,342,loyal
848-62-7243,15,1,235.2105,4,4,2,442,champion
848-95-6252,38,1,90.5835,3,4,1,341,loyal
849-09-3807,40,1,649.299,3,4,4,344,loyal
850-41-9669,11,1,709.317,4,4,4,444,champion
851-28-6367,7,1,162.75,4,4,2,442,champion
851-98-3555,6,1,435.12,4,4,3,443,champion
852-62-7105,77,1,874.125,1,4,4,144,others
852-82-2749,83,1,271.278,1,4,3,143,others
853-23-2453,44,1,318.108,3,4,3,343,loyal
856-22-8149,7,1,26.5545,4,4,1,441,champion
856-66-2701,64,1,167.895,2,4,2,242,low_value
857-16-3520,2,1,525.231,4,4,4,444,champion
857-67-9057,52,1,240.975,2,4,2,242,low_value
859-71-0933,73,1,32.529,1,4,1,141,low_value
859-97-6048,4,1,176.925,4,4,2,442,champion
860-73-6466,28,1,82.887,3,4,1,341,loyal
860-79-0874,43,1,1042.65,3,4,4,344,loyal
861-77-0145,27,1,860.685,3,4,4,344,loyal
862-17-9201,60,1,529.515,2,4,4,244,others
862-29-5914,59,1,23.499,2,4,1,241,low_value
862-59-8517,62,1,568.512,2,4,4,244,others
864-24-7918,36,1,257.145,3,4,3,343,loyal
865-41-9075,61,1,84.7455,2,4,1,241,low_value
865-92-6136,7,1,166.1625,4,4,2,442,champion
866-05-7563,49,1,256.41,2,4,3,243,others
866-70-2814,33,1,554.295,3,4,4,344,loyal
866-99-7614,47,1,936.6,2,4,4,244,others
867-47-1948,80,1,165.9,1,4,2,142,low_value
868-06-0466,39,1,657.531,3,4,4,344,loyal
868-52-7573,75,1,523.3725,1,4,4,144,others
868-81-1752,51,1,208.089,2,4,2,242,low_value
869-11-3082,62,1,403.872,2,4,3,243,others
870-54-3162,62,1,169.3125,2,4,2,242,low_value
870-72-4431,68,1,624.897,1,4,4,144,others
870-76-1733,57,1,74.7075,2,4,1,241,low_value
871-39-9221,49,1,78.435,2,4,1,241,low_value
871-79-8483,33,1,494.1825,3,4,4,344,loyal
873-14-6353,42,1,182.427,3,4,2,342,loyal
873-51-0671,79,1,161.553,1,4,2,142,low_value
873-95-4984,43,1,565.215,3,4,4,344,loyal
875-31-8302,86,1,98.049,1,4,1,141,low_value
875-46-5808,52,1,271.95,2,4,3,243,others
877-22-3308,17,1,166.635,4,4,2,442,champion
878-30-2331,28,1,572.775,3,4,4,344,loyal
880-35-0356,53,1,236.88,2,4,2,242,low_value
880-46-5796,13,1,807.66,4,4,4,444,champion
881-41-7302,63,1,68.2395,2,4,1,241,low_value
882-40-4577,70,1,282.492,1,4,3,143,others
883-17-4236,28,1,30.219,3,4,1,341,loyal
883-69-1285,24,1,104.832,3,4,1,341,loyal
884-80-6021,7,1,771.435,4,4,4,444,champion
885-17-6250,24,1,83.727,3,4,1,341,loyal
885-56-0389,46,1,54.9675,2,4,1,241,low_value
886-18-2897,8,1,296.94,4,4,3,443,champion
886-54-6089,74,1,72.009,1,4,1,141,low_value
886-77-9084,39,1,603.876,3,4,4,344,loyal
887-42-0517,79,1,611.079,1,4,4,144,others
888-02-0338,64,1,247.8735,2,4,2,242,low_value
889-04-9723,82,1,374.388,1,4,3,143,others
891-01-7034,88,1,470.673,1,4,3,143,others
891-58-8335,19,1,217.6335,4,4,2,442,champion
892-05-6689,19,1,148.68,4,4,2,442,champion
894-41-5205,70,1,362.712,1,4,3,143,others
895-03-6665,42,1,345.0195,3,4,3,343,loyal
895-66-0685,25,1,56.952,3,4,1,341,loyal
896-34-0956,63,1,22.386,2,4,1,241,low_value
898-04-2717,11,1,721.98,4,4,4,444,champion
